Variant,Country_code,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Medium variant,426,1056.95,1066.021,1075.083,1084.178,1093.402,1102.807,1112.393,1122.131,1131.945,1141.707,1151.351,1160.833,1170.156,1179.363,1188.492,1197.574,1206.609,1215.57,1224.445,1233.222,1241.88,1250.423,1258.825,1267.074,1275.134,1282.991,1290.621,1298.02,1305.176,1312.079,1318.701,1325.058,1331.134,1336.918,1342.411,1347.606,1352.505,1357.118,1361.42,1365.432,1369.158,1372.596,1375.744,1378.605,1381.19,1383.482,1385.486,1387.213,1388.674,1389.893,1390.866,1391.607,1392.117,1392.409,1392.468,1392.313,1391.943,1391.353,1390.541,1389.485,1388.189,1386.641,1384.836,1382.804,1380.537,1378.062,1375.373,1372.479,1369.362,1366.035,1362.484,1358.706,1354.718,1350.515,1346.105,1341.486,1336.665,1331.64,1326.417,1320.983,1315.338
Medium variant,516,1231.683,1254.501,1277.365,1300.263,1323.222,1346.273,1369.382,1392.529,1415.738,1439.029,1462.411,1485.893,1509.458,1533.109,1556.83,1580.613,1604.449,1628.331,1652.248,1676.168,1700.106,1724.013,1747.883,1771.698,1795.427,1819.06,1842.575,1865.94,1889.102,1911.992,1934.559,1956.783,1978.641,2000.111,2021.187,2041.845,2062.076,2081.872,2101.268,2120.278,2138.939,2157.266,2175.231,2192.851,2210.083,2226.933,2243.39,2259.464,2275.175,2290.538,2305.568,2320.268,2334.632,2348.67,2362.385,2375.776,2388.844,2401.591,2413.99,2426.022,2437.655,2448.882,2459.704,2470.142,2480.186,2489.835,2499.1,2507.973,2516.465,2524.57,2532.296,2539.631,2546.601,2553.199,2559.434,2565.321,2570.868,2576.066,2580.947,2585.518,2589.775
Medium variant,710,29216.012,29564.652,29903.979,30234.661,30557.665,30873.774,31183.18,31485.89,31782.19,32072.381,32356.661,32635.217,32908.105,33175.13,33435.989,33690.475,33938.483,34180.086,34415.361,34644.462,34867.447,35084.3,35294.872,35498.933,35696.176,35886.364,36069.414,36245.277,36413.734,36574.549,36727.565,36872.752,37010.149,37139.81,37261.829,37376.352,37483.465,37583.333,37676.211,37762.44,37842.337,37916.121,37984.026,38046.366,38103.472,38155.663,38203.176,38246.279,38285.308,38320.653,38352.638,38381.452,38407.258,38430.247,38450.603,38468.458,38483.944,38497.084,38507.76,38515.801,38521.017,38523.448,38523.118,38519.924,38513.749,38504.519,38492.245,38476.993,38458.832,38437.881,38414.234,38388.033,38359.395,38328.508,38295.513,38260.639,38224.101,38186.147,38147.064,38107.155,38066.761
Medium variant,914,202279.908,207660.574,213130.457,218693.305,224355.514,230121.383,235990.881,241961.489,248031.985,254200.457,260464.972,266823.842,273275.49,279817.843,286448.63,293165.191,299964.901,306844.556,313799.943,320826.363,327919.353,335075.529,342291.411,349561.889,356881.466,364245.316,371649.114,379089.81,386565.774,394076.056,401618.965,409191.907,416790.718,424410.357,432045.08,439689.909,447340.785,454995.184,462651.412,470308.624,477965.223,485618.254,493263.672,500897.254,508514.404,516110.603,523682.125,531225.489,538737.053,546213.189,553650.271,561044.394,568391.539,575687.556,582928.188,590109.183,597227.018,604277.825,611256.762,618158.694,624979.028,631714.315,638361.854,644918.964,651383.33,657752.764,664024.941,670197.699,676269.898,682240.67,688109.014,693873.762,699533.596,705087.065,710532.864,715869.917,721097.399,726214.879,731222.139,736119.42,740907.175
Medium variant,204,6054.248,6220.142,6388.951,6560.69,6735.449,6913.262,7094.103,7277.909,7464.624,7654.192,7846.524,8041.576,8239.291,8439.597,8642.4,8847.639,9055.247,9265.138,9477.182,9691.263,9907.241,10125.04,10344.591,10565.87,10788.894,11013.626,11240.037,11468.011,11697.466,11928.28,12160.342,12393.564,12627.898,12863.308,13099.811,13337.387,13575.97,13815.455,14055.654,14296.366,14537.415,14778.666,15020.06,15261.549,15503.15,15744.816,15986.471,16227.973,16469.16,16709.85,16949.867,17189.127,17427.517,17664.902,17901.118,18136.025,18369.512,18601.514,18832.075,19061.256,19289.094,19515.546,19740.497,19963.858,20185.521,20405.371,20623.335,20839.328,21053.262,21265.032,21474.536,21681.682,21886.374,22088.532,22288.065,22484.884,22678.902,22870.014,23058.126,23243.137,23424.948
Medium variant,854,10444.713,10747.651,11056.571,11371.633,11693.027,12020.892,12355.227,12695.926,13042.904,13396.013,13755.088,14120.029,14490.673,14866.785,15248.121,15634.408,16025.441,16421.029,16820.847,17224.56,17631.859,18042.478,18456.23,18872.932,19292.452,19714.643,20139.35,20566.326,20995.214,21425.605,21857.169,22289.665,22723.012,23157.262,23592.575,24029.035,24466.491,24904.744,25343.682,25783.191,26223.121,26663.349,27103.636,27543.551,27982.595,28420.325,28856.432,29290.776,29723.284,30153.988,30582.83,31009.662,31434.185,31855.988,32274.587,32689.581,33100.713,33507.87,33910.938,34309.906,34704.73,35095.254,35481.301,35862.68,36239.18,36610.621,36976.878,37337.826,37693.475,38043.842,38388.896,38728.562,39062.731,39391.239,39713.919,40030.639,40341.269,40645.72,40943.94,41235.882,41521.559
Medium variant,132,279.117,282.095,284.981,287.786,290.525,293.209,295.833,298.406,300.917,303.355,305.73,308.034,310.255,312.419,314.506,316.516,318.455,320.311,322.099,323.797,325.424,326.96,328.416,329.79,331.074,332.273,333.385,334.405,335.334,336.16,336.891,337.525,338.058,338.489,338.822,339.063,339.212,339.27,339.243,339.122,338.911,338.613,338.229,337.773,337.238,336.637,335.976,335.261,334.473,333.629,332.753,331.813,330.837,329.822,328.768,327.698,326.599,325.485,324.349,323.203,322.053,320.885,319.717,318.544,317.366,316.193,315.006,313.823,312.623,311.426,310.218,309.003,307.772,306.521,305.272,303.997,302.706,301.394,300.049,298.688,297.289
Medium variant,384,13300.38,13633.247,13972.658,14318.66,14671.472,15031.177,15397.663,15770.584,16149.43,16533.602,16922.621,17316.21,17714.326,18117.009,18524.379,18936.512,19353.304,19774.575,20200.243,20630.2,21064.385,21502.644,21944.865,22390.897,22840.553,23293.698,23750.125,24209.698,24672.229,25137.592,25605.579,26076.03,26548.72,27023.362,27499.638,27977.252,28455.974,28935.624,29415.977,29896.825,30377.952,30859.153,31340.239,31821.028,32301.346,32781.019,33259.866,33737.702,34214.362,34689.668,35163.459,35635.539,36105.732,36573.906,37039.931,37503.668,37964.945,38423.546,38879.225,39331.708,39780.709,40226.084,40667.636,41105.152,41538.384,41967.121,42391.164,42810.393,43224.805,43634.478,44039.401,44439.479,44834.526,45224.304,45608.552,45987.037,46359.572,46725.988,47086.19,47440.107,47787.728
Medium variant,270,1198.54,1233.376,1268.854,1304.936,1341.614,1378.852,1416.632,1454.927,1493.709,1532.939,1572.603,1612.66,1653.086,1693.878,1735.025,1776.515,1818.316,1860.413,1902.777,1945.367,1988.148,2031.109,2074.219,2117.446,2160.773,2204.186,2247.651,2291.139,2334.606,2377.991,2421.272,2464.393,2507.348,2550.106,2592.645,2634.958,2677.008,2718.778,2760.236,2801.397,2842.225,2882.706,2922.828,2962.538,3001.799,3040.552,3078.784,3116.487,3153.662,3190.32,3226.47,3262.108,3297.209,3331.76,3365.735,3399.115,3431.89,3464.048,3495.58,3526.477,3556.708,3586.282,3615.184,3643.384,3670.862,3697.605,3723.608,3748.848,3773.331,3797.03,3819.943,3842.055,3863.394,3883.961,3903.754,3922.817,3941.157,3958.784,3975.724,3991.997,4007.613
Medium variant,288,15749.999,16085.85,16423.632,16763.242,17104.605,17447.621,17792.203,18138.235,18485.681,18834.52,19184.706,19536.157,19888.779,20242.495,20597.239,20952.919,21309.419,21666.628,22024.497,22382.962,22741.957,23101.347,23460.962,23820.528,24179.769,24538.388,24896.23,25253.103,25608.805,25963.088,26315.731,26666.579,27015.467,27362.24,27706.758,28048.894,28388.496,28725.437,29059.667,29391.169,29719.882,30045.767,30368.689,30688.421,31004.696,31317.308,31626.09,31931.004,32232.247,32530.099,32824.734,33116.173,33404.177,33688.362,33968.223,34243.345,34513.525,34778.754,35039.057,35294.559,35545.308,35791.299,36032.37,36268.242,36498.558,36723.066,36941.625,37154.309,37361.372,37563.156,37759.943,37951.797,38138.66,38320.354,38496.716,38667.609,38832.966,38992.83,39147.312,39296.62,39441.045
Medium variant,324,6353.234,6541.53,6731.575,6923.717,7118.892,7317.691,7519.908,7724.999,7932.767,8143.017,8355.574,8570.303,8787.102,9005.858,9226.468,9448.812,9672.793,9898.301,10125.24,10353.513,10583.026,10813.663,11045.346,11278.003,11511.626,11746.139,11981.452,12217.426,12453.932,12690.852,12928.013,13165.316,13402.612,13639.676,13876.268,14112.178,14347.223,14581.285,14814.252,15046.056,15276.592,15505.729,15733.32,15959.181,16183.105,16404.914,16624.472,16841.692,17056.473,17268.751,17478.465,17685.514,17889.815,18091.269,18289.794,18485.299,18677.734,18867.086,19053.271,19236.235,19415.939,19592.303,19765.339,19935.221,20102.204,20266.421,20427.962,20586.713,20742.427,20894.761,21043.448,21188.406,21329.684,21467.421,21601.783,21732.88,21860.766,21985.462,22106.879,22224.861,22339.212
Medium variant,624,962.695,986.721,1010.916,1035.293,1059.867,1084.651,1109.636,1134.813,1160.186,1185.776,1211.577,1237.6,1263.82,1290.244,1316.846,1343.608,1370.534,1397.604,1424.821,1452.21,1479.757,1507.47,1535.324,1563.274,1591.268,1619.269,1647.262,1675.221,1703.149,1731.009,1758.806,1786.521,1814.134,1841.619,1868.963,1896.13,1923.117,1949.903,1976.502,2002.912,2029.136,2055.189,2081.036,2106.657,2132.022,2157.12,2181.921,2206.431,2230.643,2254.561,2278.191,2301.514,2324.516,2347.185,2369.5,2391.416,2412.938,2434.065,2454.779,2475.102,2495.012,2514.515,2533.598,2552.243,2570.41,2588.095,2605.264,2621.942,2638.134,2653.841,2669.081,2683.843,2698.151,2711.982,2725.35,2738.256,2750.69,2762.678,2774.231,2785.356,2796.105
Medium variant,430,2542.539,2605.064,2668.77,2733.579,2799.357,2865.991,2933.473,3001.823,3071.004,3140.94,3211.595,3282.922,3354.887,3427.445,3500.546,3574.14,3648.184,3722.634,3797.473,3872.654,3948.148,4023.935,4099.954,4176.158,4252.479,4328.853,4405.252,4481.63,4558,4634.339,4710.65,4786.893,4863.052,4939.08,5014.953,5090.647,5166.121,5241.34,5316.287,5390.929,5465.234,5539.177,5612.715,5685.79,5758.327,5830.278,5901.594,5972.236,6042.207,6111.478,6180.04,6247.885,6314.955,6381.164,6446.436,6510.699,6573.915,6636.054,6697.123,6757.143,6816.108,6874.029,6930.856,6986.562,7041.093,7094.407,7146.484,7197.331,7246.971,7295.475,7342.862,7389.138,7434.279,7478.278,7521.075,7562.649,7602.989,7642.079,7679.926,7716.558,7752.002
Medium variant,466,10145.174,10451.763,10764.928,11085.04,11412.777,11748.548,12092.367,12443.889,12802.788,13168.613,13540.95,13919.551,14304.248,14694.84,15091.183,15493.041,15900.204,16312.285,16728.714,17148.789,17571.95,17997.806,18426.182,18856.873,19289.765,19724.722,20161.478,20599.774,21039.466,21480.452,21922.586,22365.688,22809.506,23253.715,23697.958,24141.914,24585.308,25027.978,25469.796,25910.674,26350.511,26789.049,27226.008,27661.189,28094.403,28525.395,28953.986,29379.834,29802.373,30220.931,30634.95,31044.031,31448.018,31846.896,32240.773,32629.653,33013.376,33391.572,33763.844,34129.724,34488.789,34840.809,35185.646,35523.017,35852.682,36174.414,36488.057,36793.518,37090.8,37379.937,37660.973,37933.922,38198.739,38455.407,38703.901,38944.245,39176.488,39400.752,39617.175,39825.981,40027.391
Medium variant,478,2334.981,2398.833,2463.368,2528.564,2594.432,2660.987,2728.192,2796.054,2864.578,2933.8,3003.747,3074.404,3145.776,3217.877,3290.694,3364.244,3438.52,3513.509,3589.183,3665.496,3742.425,3819.936,3898.019,3976.648,4055.82,4135.495,4215.659,4296.274,4377.292,4458.657,4540.307,4622.221,4704.365,4786.696,4869.195,4951.817,5034.522,5117.316,5200.15,5283.026,5365.924,5448.822,5531.704,5614.58,5697.488,5780.426,5863.403,5946.386,6029.319,6112.134,6194.771,6277.207,6359.427,6441.443,6523.298,6604.997,6686.535,6767.863,6848.937,6929.686,7010.064,7090.04,7169.587,7248.645,7327.18,7405.151,7482.514,7559.24,7635.351,7710.879,7785.801,7860.131,7933.823,8006.824,8079.099,8150.6,8221.284,8291.137,8360.142,8428.288,8495.592
Medium variant,562,12170.165,12640.015,13124.209,13623.326,14138.067,14669.013,15216.403,15780.282,16360.825,16958.121,17572.239,18203.243,18851.124,19515.726,20196.846,20894.248,21607.789,22337.324,23082.654,23843.545,24619.748,25411.03,26217.087,27037.578,27872.122,28720.344,29581.866,30456.332,31343.466,32242.972,33154.515,34077.733,35012.162,35957.218,36912.247,37876.645,38849.898,39831.59,40821.384,41818.995,42824.077,43836.153,44854.655,45878.969,46908.449,47942.453,48980.439,50021.832,51066.017,52112.289,53160.025,54208.675,55257.681,56306.403,57354.189,58400.454,59444.648,60486.325,61525.114,62560.692,63592.728,64620.705,65644.163,66662.911,67676.808,68685.606,69689.003,70686.382,71676.791,72659.12,73632.42,74596.086,75549.784,76493.376,77426.724,78349.678,79261.95,80163.143,81052.693,81929.946,82794.099
Medium variant,566,104469.637,107149.995,109872.878,112640.37,115455.469,118320.347,121235.288,124199.553,127212.954,130275.013,133385.111,136542.6,139746.708,142996.336,146290.187,149626.806,153004.748,156422.336,159877.28,163367.083,166889.249,170442.146,174023.728,177630.58,181258.785,184905.156,188567,192243.098,195933.566,199639.374,203360.692,207096.596,210844.582,214601.354,218362.831,222125.688,225887.666,229647.856,233406.062,237162.76,240917.802,244669.931,248416.934,252156.626,255886.479,259604.122,263307.58,266995.223,270665.312,274316.19,277946.067,281552.86,285134.35,288688.379,292212.708,295705.034,299163.547,302585.926,305968.754,309308.183,312600.997,315845.115,319039.292,322182.273,325273.172,328311.174,331295.089,334223.983,337097.715,339916.458,342680.263,345388.894,348041.844,350638.515,353178.347,355660.949,358086.172,360454.132,362765.182,365019.972,367219.371
Medium variant,686,8170.785,8397.179,8625.82,8857.035,9091.476,9329.621,9571.457,9816.778,10065.694,10318.329,10574.771,10835.01,11099.043,11366.9,11638.635,11914.243,12193.704,12476.875,12763.518,13053.305,13345.967,13641.328,13939.286,14239.7,14542.413,14847.305,15154.234,15463.043,15773.499,16085.345,16398.359,16712.391,17027.33,17343.227,17660.146,17978.112,18297.104,18616.944,18937.452,19258.378,19579.527,19900.742,20221.988,20543.333,20864.893,21186.721,21508.788,21830.923,22152.89,22474.387,22795.164,23115.048,23433.987,23751.999,24069.151,24385.423,24700.764,25014.965,25327.808,25639.001,25948.3,26255.567,26560.676,26863.475,27163.782,27461.448,27756.378,28048.43,28337.531,28623.573,28906.486,29186.199,29462.663,29735.846,30005.713,30272.255,30535.465,30795.361,31051.955,31305.279,31555.371
Medium variant,694,3981.239,4064.38,4147.857,4231.631,4315.729,4400.128,4484.772,4569.598,4654.594,4739.733,4825.002,4910.351,4995.734,5081.073,5166.282,5251.283,5335.999,5420.414,5504.478,5588.185,5671.504,5754.381,5836.763,5918.529,5999.577,6079.79,6159.112,6237.486,6314.867,6391.204,6466.451,6540.55,6613.456,6685.122,6755.499,6824.546,6892.219,6958.487,7023.311,7086.656,7148.517,7208.84,7267.591,7324.73,7380.202,7433.941,7485.945,7536.176,7584.609,7631.21,7675.96,7718.83,7759.824,7798.944,7836.189,7871.563,7905.057,7936.697,7966.478,7994.42,8020.54,8044.841,8067.348,8088.072,8107.04,8124.273,8139.803,8153.629,8165.793,8176.279,8185.112,8192.307,8197.919,8201.983,8204.554,8205.686,8205.426,8203.824,8200.912,8196.753,8191.385
Medium variant,768,4119.404,4219.666,4321.423,4424.736,4529.689,4636.326,4744.656,4854.653,4966.271,5079.44,5194.083,5310.151,5427.6,5546.33,5666.253,5787.247,5909.243,6032.191,6155.964,6280.477,6405.618,6531.325,6657.527,6784.184,6911.21,7038.558,7166.171,7294.011,7422.062,7550.334,7678.816,7807.473,7936.257,8065.141,8194.044,8322.933,8451.758,8580.49,8709.084,8837.509,8965.75,9093.733,9221.416,9348.731,9475.618,9601.991,9727.805,9852.992,9977.474,10101.173,10224.006,10345.899,10466.815,10586.648,10705.317,10822.754,10938.871,11053.624,11167.006,11278.984,11389.546,11498.651,11606.266,11712.32,11816.734,11919.456,12020.441,12119.684,12217.207,12313.086,12407.342,12499.984,12590.985,12680.27,12767.795,12853.503,12937.371,13019.368,13099.504,13177.798,13254.277
Medium variant,1833,270179.461,274672.515,279093.081,283441.564,287720.087,291931.389,296075.423,300153.326,304170.795,308135.129,312052.846,315925.915,319756.733,323552.861,327323.329,331074.514,334809.256,338526.537,342223.763,345896.33,349539.93,353153.199,356734.859,360280.312,363784.221,367241.775,370650.365,374007.402,377308.06,380547.139,383720.379,386825.185,389860.464,392825.492,395720.397,398545.363,401299.774,403983.29,406596.576,409140.753,411616.995,414025.969,416368.511,418646.018,420860.3,423013.007,425105.314,427138.438,429114.35,431035.345,432903.301,434719.387,436484.486,438200.065,439867.349,441487.382,443060.787,444587.923,446068.933,447507.037,448899.421,450244.126,451540.889,452792.021,453995.844,455147.942,456248.074,457295.804,458293.205,459238.42,460127.15,460959.069,461734.151,462456.156,463122.93,463733.254,464287.473,464785.694,465234.927,465625.51,465956.9
Medium variant,912,123722.601,125943.556,128138.567,130307.876,132454.229,134580.411,136685.193,138768.672,140837.24,142899.338,144961.806,147026.621,149093.969,151166.531,153246.81,155336.357,157436.215,159545.769,161662.431,163782.372,165902.221,168020.525,170136.092,172245.958,174346.827,176435.737,178510.893,180570.638,182612.258,184632.871,186630.195,188602.561,190549.34,192470.649,194367.3,196239.81,198087.755,199910.599,201708.473,203481.714,205230.551,206954.985,208654.878,210329.973,211979.966,213604.665,215204.014,216778.02,218326.779,219850.351,221348.782,222822.058,224270.157,225693.352,227091.874,228465.988,229815.546,231140.472,232440.742,233716.281,234966.949,236192.489,237392.551,238566.815,239714.945,240836.468,241931.009,242997.952,244036.229,245044.587,246021.89,246967.396,247880.579,248761.105,249608.667,250422.851,251203.163,251948.932,252659.306,253333.363,253969.939
Medium variant,12,22153.808,22541.461,22912.687,23268.436,23611.089,23942.579,24262.884,24571.546,24869.759,25159.052,25440.864,25715.883,25984.902,26249.624,26511.983,26773.567,27035.104,27296.984,27559.861,27824.304,28090.618,28359.01,28629.273,28900.693,29172.255,29442.994,29712.458,29980.09,30244.593,30504.407,30758.217,31005.386,31245.448,31477.524,31700.745,31914.455,32118.239,32312.052,32496.065,32670.685,32836.332,32993.154,33141.36,33281.517,33414.306,33540.395,33660.161,33774.037,33882.819,33987.405,34088.531,34186.637,34281.99,34374.983,34465.937,34555.121,34642.742,34728.872,34813.405,34896.111,34976.78,35055.308,35131.6,35205.459,35276.641,35344.879,35409.98,35471.656,35529.49,35582.982,35631.675,35675.244,35713.429,35746.026,35772.837,35793.649,35808.2,35816.169,35817.206,35810.905,35796.793
Medium variant,818,51702.862,52672.373,53629.377,54574.499,55509.263,56435.391,57352.833,58262.856,59170.426,60081.894,61002.18,61932.833,62873.705,63825.762,64789.464,65764.779,66752.141,67750.727,68757.478,69768.197,70779.419,71789.669,72798.21,73803.08,74802.343,75794.315,76777.867,77752.164,78716.203,79669.151,80610.443,81539.416,82456.024,83361.222,84256.468,85142.887,86020.595,86889.436,87749.896,88602.474,89447.493,90285.127,91115.142,91936.936,92749.681,93552.646,94345.595,95128.376,95900.468,96661.296,97410.379,98147.408,98872.213,99584.8,100285.226,100973.528,101649.511,102312.997,102964.047,103602.738,104229.091,104842.965,105444.085,106032.175,106606.934,107168.019,107715.208,108248.16,108766.341,109269.114,109755.918,110226.368,110680.18,111117.163,111537.143,111939.898,112325.192,112692.684,113041.997,113372.682,113684.221
Medium variant,434,3468.737,3511.227,3550.94,3588.305,3624.255,3659.463,3693.856,3727.001,3758.951,3789.772,3819.496,3848.16,3875.788,3902.466,3928.322,3953.437,3977.833,4001.519,4024.479,4046.682,4068.125,4088.793,4108.659,4127.65,4145.681,4162.672,4178.593,4193.428,4207.089,4219.485,4230.532,4240.229,4248.581,4255.605,4261.358,4265.855,4269.126,4271.25,4272.278,4272.358,4271.579,4270.015,4267.728,4264.834,4261.44,4257.667,4253.58,4249.218,4244.671,4240.02,4235.322,4230.622,4225.928,4221.263,4216.587,4211.915,4207.228,4202.524,4197.757,4192.865,4187.788,4182.503,4176.994,4171.21,4165.095,4158.619,4151.749,4144.48,4136.759,4128.568,4119.882,4110.693,4100.999,4090.819,4080.16,4069.055,4057.517,4045.575,4033.253,4020.58,4007.577
Medium variant,504,18316.887,18540.514,18762.419,18981.562,19196.503,19406.168,19610.188,19808.735,20001.974,20190.235,20373.804,20552.666,20726.707,20896.032,21060.802,21221.132,21377.099,21528.74,21676.16,21819.485,21958.79,22094.143,22225.562,22353.117,22476.824,22596.71,22712.797,22825.063,22933.499,23038.067,23138.728,23235.44,23328.178,23416.827,23501.314,23581.549,23657.456,23728.982,23796.008,23858.408,23916.076,23968.952,24017.002,24060.113,24098.194,24131.181,24159.049,24181.821,24199.507,24212.12,24219.709,24222.329,24220.075,24213.072,24201.499,24185.543,24165.292,24140.894,24112.591,24080.612,24045.189,24006.448,23964.511,23919.588,23871.94,23821.731,23769.078,23714.009,23656.497,23596.41,23533.691,23468.286,23400.227,23329.523,23256.215,23180.275,23101.653,23020.252,22935.917,22848.472,22757.676
Medium variant,729,21907.295,22438.762,22981.354,23534.066,24095.56,24664.809,25241.213,25824.589,26414.787,27011.78,27615.493,28225.576,28841.549,29462.993,30089.438,30720.447,31355.701,31994.888,32637.604,33283.461,33932.086,34583.174,35236.501,35891.865,36549.111,37208.085,37868.62,38530.547,39193.688,39857.886,40522.995,41188.794,41855.197,42522.443,43190.864,43860.648,44531.735,45203.78,45876.293,46548.638,47220.259,47890.822,48560.1,49227.796,49893.603,50557.228,51218.341,51876.6,52531.567,53182.791,53829.861,54472.464,55110.339,55743.153,56370.557,56992.258,57608.025,58217.699,58821.137,59418.256,60008.963,60593.156,61170.744,61741.741,62306.201,62864.153,63415.584,63960.481,64498.861,65030.758,65556.197,66075.209,66587.82,67094.039,67593.891,68087.402,68574.616,69055.585,69530.337,69998.957,70461.499
Medium variant,788,5860.752,5919.617,5974.995,6027.134,6076.662,6124.081,6169.3,6212.087,6252.604,6291.058,6327.68,6362.55,6395.772,6427.599,6458.304,6488.137,6517.178,6545.531,6573.307,6600.618,6627.542,6654.139,6680.398,6706.243,6731.545,6756.195,6780.162,6803.385,6825.73,6846.998,6867.053,6885.81,6903.239,6919.247,6933.751,6946.678,6958.009,6967.727,6975.865,6982.462,6987.572,6991.195,6993.411,6994.293,6993.977,6992.551,6990.11,6986.677,6982.379,6977.312,6971.563,6965.207,6958.271,6950.819,6942.904,6934.568,6925.831,6916.716,6907.209,6897.286,6886.931,6876.125,6864.877,6853.162,6840.932,6828.172,6814.846,6800.955,6786.456,6771.332,6755.54,6739.076,6721.909,6704.053,6685.505,6666.262,6646.316,6625.674,6604.316,6582.248,6559.445
Medium variant,732,312.26,319.602,326.795,333.874,340.897,347.92,354.919,361.858,368.739,375.547,382.289,388.953,395.546,402.055,408.497,414.858,421.159,427.38,433.542,439.625,445.641,451.597,457.489,463.31,469.068,474.766,480.396,485.961,491.456,496.877,502.227,507.486,512.673,517.781,522.8,527.738,532.595,537.372,542.068,546.689,551.24,555.72,560.135,564.484,568.765,572.997,577.178,581.291,585.368,589.407,593.417,597.391,601.341,605.262,609.164,613.055,616.917,620.77,624.596,628.413,632.207,635.984,639.74,643.48,647.202,650.895,654.564,658.211,661.825,665.423,668.987,672.52,676.015,679.482,682.916,686.31,689.669,692.993,696.28,699.519,702.728
Medium variant,922,146456.86,148728.959,150954.514,153133.688,155265.858,157350.978,159390.23,161384.654,163333.555,165235.791,167091.04,168899.294,170662.764,172386.33,174076.519,175738.157,177373.041,178980.768,180561.332,182113.958,183637.709,185132.674,186598.767,188034.354,189437.394,190806.038,192139.472,193436.764,194695.802,195914.268,197090.184,198222.624,199311.124,200354.843,201353.097,202305.553,203212.019,204072.691,204888.103,205659.039,206386.444,207070.984,207713.633,208316.045,208880.334,209408.342,209901.3,210360.418,210787.571,211184.994,211554.519,211897.329,212214.329,212506.713,212775.475,213021.394,213245.241,213447.451,213628.191,213790.756,213932.472,214051.637,214148.338,214225.206,214280.899,214311.474,214317.065,214297.852,214256.976,214193.833,214105.26,213991.673,213853.572,213695.051,213514.263,213310.403,213084.31,212836.762,212575.621,212292.147,211986.961
Medium variant,51,1393.747,1395.993,1397.735,1398.97,1399.665,1399.829,1399.449,1398.553,1397.211,1395.468,1393.388,1391,1388.331,1385.445,1382.425,1379.31,1376.149,1372.942,1369.721,1366.507,1363.321,1360.171,1357.051,1353.939,1350.773,1347.541,1344.224,1340.812,1337.265,1333.571,1329.69,1325.602,1321.325,1316.824,1312.076,1307.104,1301.886,1296.412,1290.702,1284.769,1278.619,1272.251,1265.688,1258.953,1252.069,1245.068,1237.96,1230.751,1223.471,1216.128,1208.753,1201.352,1193.932,1186.503,1179.071,1171.643,1164.214,1156.788,1149.386,1141.98,1134.596,1127.218,1119.847,1112.487,1105.112,1097.727,1090.328,1082.915,1075.46,1067.964,1060.409,1052.786,1045.094,1037.342,1029.522,1021.642,1013.696,1005.692,997.617,989.475,981.26
Medium variant,31,5064.664,5109.429,5150.137,5187.195,5221.212,5252.699,5281.729,5308.35,5332.933,5355.927,5377.682,5398.368,5418.042,5436.684,5454.27,5470.747,5486.169,5500.545,5513.702,5525.399,5535.455,5543.823,5550.55,5555.593,5558.952,5560.642,5560.652,5559.027,5555.887,5551.418,5545.76,5538.986,5531.128,5522.25,5512.412,5501.693,5490.121,5477.757,5464.631,5450.762,5436.163,5420.873,5404.941,5388.371,5371.177,5353.372,5334.981,5316.061,5296.649,5276.782,5256.521,5235.889,5214.949,5193.762,5172.386,5150.895,5129.327,5107.727,5086.151,5064.68,5043.365,5022.241,5001.301,4980.559,4959.987,4939.582,4919.341,4899.232,4879.208,4859.176,4839.074,4818.845,4798.495,4778.002,4757.371,4736.58,4715.633,4694.467,4673.053,4651.316,4629.175
Medium variant,48,1100.474,1133.875,1157.308,1173.701,1187.777,1202.994,1220.03,1237.728,1255.484,1272.175,1287.004,1299.973,1311.558,1322.019,1331.72,1340.945,1349.783,1358.217,1366.256,1373.898,1381.139,1388.025,1394.594,1400.855,1406.786,1412.389,1417.675,1422.671,1427.369,1431.792,1435.94,1439.834,1443.457,1446.845,1449.977,1452.872,1455.545,1457.983,1460.193,1462.171,1463.917,1465.433,1466.716,1467.769,1468.593,1469.186,1469.545,1469.675,1469.561,1469.215,1468.634,1467.81,1466.746,1465.43,1463.872,1462.062,1459.988,1457.659,1455.066,1452.2,1449.071,1445.664,1441.989,1438.024,1433.763,1429.202,1424.313,1419.146,1413.681,1407.937,1401.922,1395.652,1389.159,1382.458,1375.592,1368.595,1361.497,1354.363,1347.208,1340.09,1333.061
