Variant,Country_code,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Medium variant,516,1309.233,1332.843,1356.509,1380.234,1404.035,1427.927,1451.892,1475.902,1499.98,1524.16,1548.462,1572.883,1597.415,1622.05,1646.79,1671.618,1696.532,1721.527,1746.589,1771.698,1796.863,1822.067,1847.269,1872.467,1897.64,1922.774,1947.831,1972.797,1997.613,2022.225,2046.566,2070.622,2094.37,2117.789,2140.853,2163.554,2185.861,2207.763,2229.291,2250.462,2271.284,2291.759,2311.895,2331.659,2351.042,2370.038,2388.626,2406.823,2424.628,2442.057,2459.111,2475.788,2492.086,2508.007,2523.565,2538.765,2553.597,2568.072,2582.156,2595.835,2609.094,2621.923,2634.322,2646.293,2657.841,2668.963,2679.667,2689.935,2699.782,2709.195,2718.173,2726.716,2734.816,2742.487,2749.714,2756.508,2762.848,2768.761,2774.223,2779.237,2783.814
Medium variant,710,30092.678,30477.344,30852.155,31218.035,31576.553,31928.908,32275.21,32615.137,32948.962,33276.988,33599.429,33916.458,34228.086,34534.148,34834.362,35128.501,35416.513,35698.426,35974.26,36244.067,36507.859,36765.563,37017.071,37262.259,37501.01,37733.182,37958.7,38177.421,38389.125,38593.514,38790.344,38979.542,39161.053,39334.755,39500.553,39658.387,39808.238,39950.163,40084.273,40210.729,40329.711,40441.356,40545.77,40643.159,40733.701,40817.623,40895.119,40966.433,41031.846,41091.674,41146.201,41195.667,41240.32,41280.551,41316.815,41349.493,41378.795,41404.841,41427.802,41447.857,41465.075,41479.573,41491.376,41500.355,41506.351,41509.196,41508.879,41505.374,41498.48,41487.938,41473.561,41455.256,41433.06,41407.042,41377.317,41343.96,41307.044,41266.608,41222.66,41175.169,41124.071
Medium variant,914,199581.347,204799.42,210108.604,215512.092,221015.02,226620.831,232329.776,238139.94,244050.606,250060.405,256167.986,262371.89,268670.71,275062.444,281544.787,288115.257,294771.402,301510.354,308328.237,315220.842,322184.02,329214.698,336309.674,343464.211,350673.095,357931.854,365236.383,372584.107,379973.609,387404.419,394875.223,402383.696,409925.906,417497.156,425091.859,432705.338,440333.752,447974.809,455626.995,463289.635,470961.222,478639.02,486319.231,493998.008,501671.072,509334.39,516984.39,524617.627,532230.557,539819.693,547381.29,554911.537,562406.39,569861.803,577273.575,584637.505,591950.083,599207.161,606403.317,613532.688,620590.156,627571.817,634474.858,641296.686,648035.161,654688.163,661253.105,667727.404,674109.14,680396.652,686588.263,692682.3,698677.042,704570.73,710361.865,716048.961,721630.805,727106.42,732474.933,737735.729,742888.367
Medium variant,204,6068.95,6230.889,6395.777,6563.657,6734.651,6908.803,7086.118,7266.508,7449.945,7636.388,7825.786,8018.086,8213.243,8411.172,8611.809,8815.066,9020.874,9229.152,9439.804,9652.72,9867.768,10084.895,10304.022,10525.067,10747.949,10972.588,11198.914,11426.872,11656.416,11887.515,12120.142,12354.214,12589.681,12826.499,13064.68,13304.191,13544.978,13786.95,14029.925,14273.718,14518.166,14763.136,15008.563,15254.434,15500.737,15747.448,15994.495,16241.738,16489.006,16736.117,16982.897,17229.254,17475.081,17720.246,17964.606,18208.021,18450.383,18691.61,18931.732,19170.766,19408.731,19645.577,19881.178,20115.425,20348.199,20579.374,20808.859,21036.574,21262.386,21486.171,21707.805,21927.18,22144.204,22358.767,22570.806,22780.193,22986.857,23190.686,23391.574,23589.402,23784.05
Medium variant,854,10458.565,10749.446,11046.267,11349.209,11658.486,11974.257,12296.549,12625.27,12960.338,13301.602,13648.948,14002.242,14361.369,14726.152,15096.34,15471.74,15852.154,16237.416,16627.213,17021.22,17419.144,17820.747,18225.852,18634.327,19046.076,19460.976,19878.889,20299.59,20722.748,21147.995,21575.005,22003.579,22433.618,22865.181,23298.398,23733.32,24169.813,24607.691,25046.837,25487.144,25928.45,26370.64,26813.469,27256.572,27699.5,28141.858,28583.358,29023.816,29463.151,29901.36,30338.321,30773.898,31207.771,31639.488,32068.525,32494.451,32916.973,33335.948,33751.281,34162.971,34570.945,34975.032,35375.02,35770.68,36161.755,36548.031,36929.336,37305.523,37676.466,38042.073,38402.225,38756.792,39105.634,39448.574,39785.464,40116.161,40440.537,40758.469,41069.851,41374.614,41672.674
Medium variant,132,276.871,279.806,282.695,285.536,288.343,291.106,293.835,296.525,299.169,301.77,304.332,306.837,309.301,311.714,314.079,316.373,318.62,320.805,322.919,324.976,326.959,328.864,330.701,332.459,334.134,335.743,337.26,338.699,340.058,341.328,342.508,343.59,344.582,345.478,346.288,347.012,347.629,348.169,348.615,348.964,349.209,349.36,349.418,349.38,349.238,349.006,348.696,348.28,347.78,347.188,346.498,345.725,344.867,343.93,342.928,341.855,340.723,339.549,338.319,337.047,335.745,334.41,333.036,331.651,330.251,328.839,327.411,325.976,324.539,323.101,321.652,320.196,318.74,317.27,315.799,314.312,312.818,311.312,309.784,308.24,306.66
Medium variant,384,13077.895,13420.382,13769.643,14125.546,14488.031,14856.993,15232.271,15613.577,16000.554,16392.798,16789.983,17191.874,17598.399,18009.579,18425.523,18846.297,19271.797,19701.872,20136.436,20575.378,21018.616,21466.012,21917.446,22372.818,22831.989,23294.84,23761.193,24230.909,24703.769,25179.567,25658.091,26139.166,26622.579,27108.092,27595.432,28084.353,28574.645,29066.116,29558.569,30051.813,30545.66,31039.929,31534.431,32028.977,32523.38,33017.459,33511.034,34003.941,34496.081,34987.337,35477.589,35966.679,36454.424,36940.694,37425.327,37908.181,38389.092,38867.86,39344.236,39817.925,40288.682,40756.325,41220.687,41681.568,42138.765,42592.073,43041.329,43486.375,43927.2,44363.828,44796.239,45224.329,45647.881,46066.644,46480.363,46888.79,47291.685,47688.883,48080.243,48465.632,48844.993
Medium variant,270,1218.124,1253.561,1289.639,1326.315,1363.58,1401.403,1439.772,1478.646,1518.014,1557.836,1598.084,1638.736,1679.774,1721.176,1762.936,1805.051,1847.484,1890.23,1933.24,1976.486,2019.95,2063.587,2107.385,2151.318,2195.383,2239.546,2283.774,2328.071,2372.363,2416.634,2460.827,2504.94,2548.925,2592.775,2636.464,2679.99,2723.317,2766.419,2809.295,2851.932,2894.313,2936.424,2978.259,3019.752,3060.87,3101.579,3141.848,3181.676,3221.051,3259.986,3298.487,3336.538,3374.114,3411.2,3447.772,3483.818,3519.311,3554.246,3588.601,3622.361,3655.515,3688.036,3719.922,3751.143,3781.686,3811.525,3840.651,3869.049,3896.709,3923.605,3949.707,3975.022,3999.547,4023.277,4046.235,4068.407,4089.818,4110.471,4130.368,4149.527,4167.94
Medium variant,288,15322.946,15646.278,15971.822,16299.499,16629.297,16961.141,17294.957,17630.658,17968.194,18307.558,18648.713,18991.59,19336.102,19682.158,20029.703,20378.629,20728.832,21080.208,21432.715,21786.255,22140.756,22496.097,22852.115,23208.62,23565.377,23922.166,24278.841,24635.248,24991.15,25346.266,25700.392,26053.348,26405.001,26755.275,27104.063,27451.297,27796.838,28140.553,28482.369,28822.25,29160.102,29495.877,29829.429,30160.531,30488.89,30814.292,31136.552,31455.609,31771.612,32084.792,32395.28,32703.044,33007.848,33309.329,33607.009,33900.509,34189.633,34474.288,34754.404,35029.973,35300.938,35567.214,35828.615,36084.89,36335.74,36580.919,36820.278,37053.808,37281.584,37503.788,37720.525,37931.794,38137.486,38337.486,38531.612,38719.766,38901.857,39077.887,39247.914,39412.015,39570.364
Medium variant,324,6779.558,6955.707,7134.117,7314.999,7498.892,7686.157,7876.662,8069.995,8266.007,8464.5,8665.338,8868.394,9073.589,9280.819,9489.998,9701.047,9913.878,10128.415,10344.559,10562.279,10781.509,11002.15,11224.133,11447.444,11672.083,11898.013,12125.178,12353.447,12582.723,12812.876,13043.794,13275.363,13507.464,13739.93,13972.528,14205.088,14437.455,14669.521,14901.225,15132.513,15363.325,15593.548,15823.051,16051.634,16279.106,16505.292,16730.055,16953.306,17174.914,17394.798,17612.85,17828.96,18043.026,18254.957,18464.659,18672.063,18877.1,19079.686,19279.661,19476.84,19671.083,19862.253,20050.361,20235.545,20418.053,20598.021,20775.484,20950.313,21122.241,21290.917,21456.08,21617.614,21775.55,21929.986,22081.058,22228.854,22373.404,22514.699,22652.618,22787.017,22917.664
Medium variant,624,1005.303,1028.769,1052.445,1076.319,1100.413,1124.727,1149.259,1174,1198.973,1224.18,1249.631,1275.324,1301.262,1327.427,1353.802,1380.392,1407.177,1434.15,1461.318,1488.694,1516.3,1544.097,1572.076,1600.216,1628.446,1656.737,1685.061,1713.403,1741.753,1770.089,1798.396,1826.646,1854.845,1882.948,1910.93,1938.774,1966.47,1993.99,2021.345,2048.563,2075.62,2102.521,2129.262,2155.812,2182.147,2208.247,2234.096,2259.693,2285.044,2310.132,2334.988,2359.596,2383.933,2407.994,2431.749,2455.177,2478.272,2501.016,2523.419,2545.465,2567.164,2588.502,2609.47,2630.042,2650.196,2669.908,2689.173,2707.991,2726.339,2744.222,2761.647,2778.607,2795.094,2811.101,2826.646,2841.719,2856.32,2870.461,2884.148,2897.382,2910.184
Medium variant,430,2515.138,2575.144,2636.349,2698.693,2762.02,2826.203,2891.254,2957.199,3023.996,3091.602,3159.963,3229.044,3298.82,3369.246,3440.268,3511.856,3583.963,3656.559,3729.615,3803.095,3876.973,3951.235,4025.823,4100.694,4175.784,4251.052,4326.45,4401.964,4477.583,4553.301,4629.105,4704.966,4780.85,4856.738,4932.588,5008.366,5084.037,5159.58,5234.958,5310.165,5385.162,5459.924,5534.417,5608.57,5682.316,5755.587,5828.359,5900.58,5972.237,6043.314,6113.785,6183.619,6252.775,6321.184,6388.771,6455.47,6521.249,6586.081,6649.943,6712.848,6774.799,6835.762,6895.712,6954.596,7012.346,7068.938,7124.322,7178.5,7231.484,7283.294,7333.95,7383.466,7431.794,7478.917,7524.796,7569.392,7612.705,7654.717,7695.433,7734.867,7773.034
Medium variant,466,10105.66,10403.961,10708.848,11020.687,11340.063,11667.344,12002.551,12345.416,12695.636,13052.768,13416.44,13786.401,14162.51,14544.622,14932.581,15326.181,15725.237,16129.386,16538.085,16950.683,17366.615,17785.557,18207.315,18631.71,19058.624,19487.923,19919.359,20352.686,20787.782,21224.583,21662.947,22102.72,22543.664,22985.464,23427.779,23870.298,24312.775,24755.044,25196.993,25638.576,26079.688,26520.085,26959.515,27397.774,27834.647,28269.883,28703.322,29134.626,29563.261,29988.596,30410.094,30827.382,31240.297,31648.824,32053.092,32453.09,32848.672,33239.478,33625.087,34004.991,34378.756,34746.142,35107.003,35461.121,35808.295,36148.351,36481.127,36806.508,37124.462,37434.978,37738.062,38033.68,38321.782,38602.326,38875.276,39140.616,39398.377,39648.617,39891.421,40126.932,40355.306
Medium variant,478,2314.679,2376.277,2438.611,2501.669,2565.461,2629.969,2695.184,2761.11,2827.771,2895.205,2963.429,3032.457,3102.268,3172.89,3244.318,3316.572,3389.642,3463.519,3538.168,3613.557,3689.66,3766.425,3843.866,3921.945,4000.653,4079.978,4159.888,4240.362,4321.332,4402.756,4484.584,4566.782,4649.331,4732.188,4815.308,4898.659,4982.219,5065.962,5149.869,5233.928,5318.135,5402.445,5486.857,5571.37,5656.024,5740.817,5825.738,5910.769,5995.849,6080.913,6165.914,6250.807,6335.58,6420.248,6504.863,6589.406,6673.886,6758.253,6842.442,6926.396,7010.033,7093.34,7176.277,7258.808,7340.884,7422.454,7503.48,7583.942,7663.828,7743.144,7821.891,7900.039,7977.55,8054.369,8130.445,8205.735,8280.19,8353.761,8426.443,8498.19,8569.015
Medium variant,562,12036.471,12490.795,12959.451,13442.904,13941.767,14456.498,14987.329,15534.33,16097.669,16677.458,17273.78,17886.676,18516.14,19162.01,19824.074,20502.125,21196.021,21905.619,22630.68,23370.938,24126.114,24895.953,25680.236,26478.659,27290.946,28116.775,28955.837,29807.815,30672.445,31549.446,32438.528,33339.375,34251.602,35174.684,36108.076,37051.252,38003.75,38965.249,39935.505,40914.361,41901.584,42896.775,43899.415,44908.996,45924.931,46946.673,47973.71,49005.529,50041.568,51081.245,52123.965,53169.205,54216.413,55264.924,56314.024,57363.084,58411.53,59458.887,60504.729,61548.644,62590.238,63628.938,64664.246,65695.879,66723.607,67747.124,68766.036,69779.697,70787.13,71787.209,72778.949,73761.721,74735.142,75698.999,76653.126,77597.295,78531.19,79454.362,80366.237,81266.129,82153.238
Medium variant,566,101669.95,104250.709,106874.055,109542.03,112257.558,115022.77,117838.01,120702.657,123616.741,126580.067,129592.233,132652.769,135760.969,138915.715,142115.631,145359.246,148645.219,151972.062,155337.799,158740.299,162177.363,165647.573,169149.021,172678.422,176231.99,179806.651,183399.868,187010.609,190639.247,194287.019,197954.305,201640.36,205342.767,209058.299,212782.933,216513.421,220247.589,223984.648,227724.341,231467.051,235212.594,238959.737,242706.426,246450.757,250190.517,253923.62,257648.25,261362.79,265065.539,268754.839,272428.896,276085.66,279723.012,283338.875,286931.131,290497.562,294036.419,297545.358,301020.788,304458.688,307855.67,311209.578,314519.185,317783.401,321001.524,324172.879,327296.244,330370.534,333395.495,336371.14,339297.358,342173.727,344999.61,347774.237,350496.861,353166.892,355783.942,358347.834,360858.623,363316.591,365722.225
Medium variant,686,8573.145,8799.129,9027.849,9259.491,9494.339,9732.623,9974.369,10219.545,10468.242,10720.592,10976.69,11236.523,11500.081,11767.428,12038.603,12313.611,12592.434,12874.946,13160.909,13450.022,13742.019,14036.735,14334.061,14633.856,14935.961,15240.244,15546.57,15854.785,16164.662,16475.964,16788.491,17102.086,17416.658,17732.234,18048.875,18366.615,18685.412,19005.12,19325.568,19646.53,19967.843,20289.368,20611.072,20932.994,21255.249,21577.876,21900.836,22223.986,22547.08,22869.857,23192.073,23513.548,23834.219,24154.11,24473.298,24791.783,25109.488,25426.18,25741.561,26055.251,26366.937,26676.409,26983.549,27288.212,27590.269,27889.609,28186.07,28479.508,28769.725,29056.519,29339.711,29619.184,29894.87,30166.72,30434.718,30698.824,30959.021,31215.287,31467.565,31715.818,31959.986
Medium variant,694,3995.746,4076.963,4158.585,4240.581,4322.955,4405.696,4488.767,4572.102,4655.715,4739.574,4823.677,4908.002,4992.489,5077.081,5161.697,5246.275,5330.768,5415.118,5499.315,5583.336,5667.164,5750.746,5834.013,5916.88,5999.224,6080.953,6162.009,6242.334,6321.878,6400.586,6478.424,6555.325,6631.233,6706.113,6779.903,6852.552,6924.026,6994.271,7063.245,7130.927,7197.274,7262.26,7325.826,7387.933,7448.501,7507.499,7564.882,7620.625,7674.677,7727.007,7777.578,7826.361,7873.349,7918.527,7961.909,8003.484,8043.265,8081.236,8117.402,8151.754,8184.291,8215.025,8243.971,8271.142,8296.586,8320.322,8342.39,8362.781,8381.511,8398.543,8413.877,8427.541,8439.585,8450.041,8458.978,8466.476,8472.552,8477.298,8480.726,8482.89,8483.812
Medium variant,768,4159.333,4258.576,4359.409,4461.899,4566.096,4672.061,4779.799,4889.304,5000.532,5113.392,5227.836,5343.801,5461.259,5580.12,5700.283,5821.656,5944.168,6067.764,6192.332,6317.781,6443.999,6570.92,6698.511,6826.693,6955.403,7084.605,7214.24,7344.273,7474.676,7605.486,7736.689,7868.257,8000.145,8132.306,8264.676,8397.228,8529.887,8662.632,8795.456,8928.336,9061.252,9194.158,9327.003,9459.719,9592.235,9724.482,9856.402,9987.925,10118.982,10249.501,10379.383,10508.579,10637.018,10764.621,10891.274,11016.925,11141.474,11264.885,11387.124,11508.196,11628.073,11746.73,11864.094,11980.058,12094.495,12207.304,12318.431,12427.852,12535.586,12641.68,12746.151,12848.993,12950.168,13049.626,13147.303,13243.165,13337.177,13429.336,13519.653,13608.163,13694.914
Medium variant,1833,255689.821,259951.229,264252.067,268557.54,272817.596,276996.662,281083.65,285091.045,289034.817,292940.694,296828.161,300699.859,304551.483,308387.791,312213.34,316030.758,319842.184,323646.582,327439.056,331212.402,334960.386,338680.314,342370.5,346026.677,349644.342,353219.123,356748.116,360228.128,363654.382,367021.86,370326.391,373565.132,376736.632,379839.63,382873.655,385838.28,388732.603,391555.765,394307.971,396989.65,399601.405,402143.578,404616.608,407021.552,409359.493,411631.788,413839.488,415983.77,418066.495,420089.712,422055.321,423964.659,425819.013,427620.443,429371.289,431073.488,432728.055,434335.782,435897.644,437414.504,438887.036,440315.512,441699.879,443039.796,444334.427,445583.106,446785.37,447940.452,449046.799,450102.452,451105.763,452055.311,452950.314,453789.973,454573.653,455300.413,455969.166,456578.521,457126.894,457612.295,458032.583
Medium variant,912,122509.907,124691.709,126846.614,128976.451,131086.451,133181.053,135259.498,137321.412,139372.515,141420.356,143470.84,145525.782,147585.351,149651.725,151726.86,153811.784,155907.233,158012.339,160124.078,162238.307,164351.255,166461.229,168566.86,170665.107,172752.551,174826.15,176884.063,178924.52,180944.804,182942.153,184914.358,186859.772,188777.741,190668.39,192532.458,194370.495,196182.181,197966.983,199725.263,201457.474,203164.031,204845.065,206500.519,208130.469,209734.882,211313.812,212867.44,214395.937,215899.392,217377.847,218831.412,220260.204,221664.451,223044.782,224401.953,225736.606,227048.794,228338.504,229605.824,230850.895,232073.658,233273.889,234451.262,235605.382,236735.756,237841.834,238923.145,239978.872,241007.859,242008.651,242979.974,243920.762,244830.308,245707.919,246553.015,247364.82,248142.449,248884.871,249590.827,250258.953,250887.678
Medium variant,12,21697.235,22075.165,22437.454,22785.041,23120.276,23445.042,23759.307,24062.623,24356.176,24641.47,24919.877,25192.059,25458.743,25721.498,25982.103,26242.004,26501.86,26761.994,27022.978,27285.289,27549.145,27814.687,28081.666,28349.341,28616.643,28882.565,29146.66,29408.346,29666.324,29919.028,30165.173,30404.1,30635.369,30858.177,31071.734,31275.456,31468.989,31652.25,31825.425,31988.888,32143.042,32288.035,32424.129,32551.931,32672.165,32785.558,32892.525,32993.528,33089.362,33180.906,33268.915,33353.859,33436.102,33516.148,33594.466,33671.467,33747.41,33822.453,33896.616,33969.865,34042.117,34113.335,34183.462,34252.292,34319.555,34384.97,34448.345,34509.401,34567.682,34622.663,34673.865,34720.898,34763.485,34801.34,34834.242,34861.902,34883.982,34900.094,34909.778,34912.549,34907.826
Medium variant,818,50631.541,51585.954,52527.315,53457.057,54377.901,55292.431,56200.75,57103.763,58005.961,58913.047,59829.376,60756.378,61693.934,62642.853,63603.459,64575.598,65559.587,66554.56,67557.426,68564.044,69570.964,70576.676,71580.404,72580.232,73574.228,74560.739,75538.628,76507.011,77464.922,78411.557,79346.366,80268.64,81178.294,82076.142,82963.513,83841.395,84709.844,85568.635,86418.156,87258.798,88090.807,88914.258,89728.867,90534.004,91328.789,92112.471,92884.819,93645.643,94394.299,95130.057,95852.372,96560.909,97255.609,97936.65,98604.359,99259.012,99900.515,100528.739,101143.884,101746.206,102335.846,102912.741,103476.699,104027.567,104565.123,105089.128,105599.377,106095.558,106577.148,107043.492,107494.013,107928.274,108345.96,108746.794,109130.515,109496.819,109845.318,110175.567,110487.007,110779.039,111050.959
Medium variant,434,3402.55,3447.311,3489.809,3530.351,3569.662,3608.252,3646.058,3682.787,3718.46,3753.162,3786.918,3819.757,3851.723,3882.872,3913.328,3943.156,3972.392,4001.011,4028.983,4056.289,4082.862,4108.701,4133.752,4157.923,4181.104,4203.186,4224.127,4243.874,4262.33,4279.359,4294.88,4308.854,4321.274,4332.116,4341.375,4349.077,4355.207,4359.815,4362.987,4364.806,4365.365,4364.735,4362.974,4360.206,4356.566,4352.171,4347.104,4341.43,4335.248,4328.652,4321.708,4314.5,4307.045,4299.417,4291.648,4283.783,4275.829,4267.811,4259.684,4251.422,4242.966,4234.321,4225.465,4216.371,4206.992,4197.291,4187.256,4176.863,4166.088,4154.902,4143.275,4131.198,4118.673,4105.71,4092.328,4078.524,4064.337,4049.766,4034.84,4019.566,4003.963
Medium variant,504,18593.671,18804.273,19010.338,19211.989,19409.657,19603.623,19793.751,19979.784,20161.727,20339.615,20513.487,20683.276,20848.914,21010.317,21167.398,21320.07,21468.271,21611.942,21750.948,21885.139,22014.385,22138.628,22257.821,22371.93,22480.937,22584.826,22683.558,22777.122,22865.487,22948.702,23026.769,23099.711,23167.502,23230.132,23287.568,23339.785,23386.819,23428.712,23465.527,23497.338,23524.226,23546.268,23563.541,23576.124,23584.073,23587.484,23586.47,23581.169,23571.748,23558.396,23541.292,23520.587,23496.432,23469.064,23438.727,23405.644,23369.976,23331.858,23291.47,23248.989,23204.578,23158.318,23110.291,23060.639,23009.494,22956.947,22903.059,22847.789,22791.001,22732.501,22672.107,22609.724,22545.3,22478.84,22410.334,22339.719,22266.914,22191.772,22114.111,22033.675,21950.188
Medium variant,729,21941.974,22470.589,23010.664,23561.189,24120.869,24688.668,25264.008,25846.718,26436.644,27033.779,27638.038,28249.094,28866.484,29489.801,30118.634,30752.563,31391.284,32034.498,32681.817,33332.831,33987.191,34644.594,35304.835,35967.733,36633.13,37300.904,37970.892,38642.933,39316.862,39992.531,40669.826,41348.517,42028.553,42710.139,43393.604,44079.117,44766.64,45455.848,46146.314,46837.478,47528.86,48220.121,48911.047,49601.399,50290.941,50979.403,51666.473,52351.762,53034.792,53715.051,54392.047,55065.426,55734.867,56399.933,57060.221,57715.338,58364.981,59008.882,59646.724,60278.234,60903.164,61521.304,62132.487,62736.599,63333.575,63923.358,64505.83,65080.887,65648.572,66208.941,66762.045,67307.844,67846.287,68377.281,68900.735,69416.56,69924.719,70425.208,70918.014,71403.207,71880.857
Medium variant,788,5957.866,6016.147,6071.661,6124.437,6174.716,6222.667,6268.245,6311.378,6352.246,6391.082,6428.084,6463.337,6496.917,6529.027,6559.909,6589.74,6618.604,6646.564,6673.68,6700.031,6725.638,6750.546,6774.709,6798.055,6820.447,6841.763,6861.975,6881.012,6898.728,6914.966,6929.547,6942.445,6953.62,6963.005,6970.527,6976.154,6979.892,6981.735,6981.758,6980.058,6976.7,6971.778,6965.335,6957.515,6948.469,6938.35,6927.252,6915.264,6902.53,6889.179,6875.348,6861.131,6846.601,6831.839,6816.919,6801.91,6786.858,6771.818,6756.825,6741.93,6727.148,6712.503,6697.988,6683.594,6669.286,6655.041,6640.836,6626.634,6612.357,6597.92,6583.244,6568.253,6552.92,6537.207,6521.088,6504.533,6487.468,6469.848,6451.605,6432.635,6412.84
Medium variant,732,285.07,292.27,299.373,306.387,313.37,320.37,327.379,334.359,341.301,348.201,355.06,361.881,368.636,375.357,382.029,388.653,395.235,401.77,408.246,414.684,421.07,427.397,433.673,439.893,446.062,452.167,458.223,464.222,470.151,476.01,481.797,487.505,493.129,498.679,504.137,509.511,514.79,519.988,525.096,530.108,535.031,539.87,544.626,549.29,553.879,558.375,562.797,567.141,571.413,575.606,579.73,583.792,587.795,591.731,595.613,599.452,603.225,606.943,610.621,614.249,617.839,621.367,624.87,628.32,631.731,635.099,638.442,641.74,645.011,648.232,651.425,654.571,657.683,660.747,663.773,666.763,669.711,672.616,675.472,678.282,681.045
Medium variant,922,133179.914,135259.52,137405.453,139581.089,141731.145,143815.609,145824.152,147769.633,149662.302,151520.338,153357.321,155174.077,156966.132,158736.066,160486.48,162218.974,163934.951,165634.243,167314.978,168974.095,170609.131,172219.085,173803.64,175361.57,176891.791,178392.973,179864.053,181303.608,182709.578,184079.707,185412.033,186705.36,187958.891,189171.24,190341.197,191467.785,192550.422,193588.782,194582.708,195532.176,196437.374,197298.513,198116.089,198891.083,199624.611,200317.976,200972.048,201587.833,202167.103,202711.865,203223.909,203704.455,204154.562,204575.661,204969.336,205336.882,205679.261,205997.278,206291.82,206563.609,206813.378,207041.623,207248.617,207434.414,207598.671,207741.272,207862.225,207961.58,208038.94,208093.801,208125.789,208134.549,208120.006,208082.054,208020.638,207935.593,207826.717,207693.65,207536.067,207353.342,207144.905
Medium variant,51,1569.487,1572.135,1574.234,1575.8,1576.849,1577.447,1577.562,1577.197,1576.379,1575.176,1573.622,1571.738,1569.524,1567.009,1564.2,1561.103,1557.74,1554.116,1550.239,1546.146,1541.826,1537.297,1532.567,1527.609,1522.429,1517.007,1511.34,1505.443,1499.319,1492.977,1486.424,1479.655,1472.684,1465.509,1458.149,1450.598,1442.865,1434.951,1426.857,1418.589,1410.146,1401.523,1392.744,1383.797,1374.666,1365.357,1355.883,1346.246,1336.46,1326.552,1316.538,1306.428,1296.248,1286.031,1275.819,1265.642,1255.532,1245.492,1235.562,1225.766,1216.133,1206.677,1197.391,1188.311,1179.439,1170.795,1162.381,1154.179,1146.179,1138.35,1130.668,1123.111,1115.666,1108.32,1101.041,1093.828,1086.633,1079.44,1072.194,1064.847,1057.353
Medium variant,31,5074.511,5113.915,5150.059,5183.295,5214.129,5242.99,5269.945,5295.009,5318.498,5340.758,5362.054,5382.513,5402.13,5420.863,5438.601,5455.232,5470.779,5485.226,5498.353,5509.875,5519.608,5527.469,5533.496,5537.681,5540.068,5540.68,5539.536,5536.683,5532.242,5526.38,5519.235,5510.879,5501.376,5490.829,5479.397,5467.182,5454.266,5440.674,5426.422,5411.53,5395.982,5379.822,5363.077,5345.72,5327.698,5308.988,5289.613,5269.604,5248.97,5227.735,5205.912,5183.541,5160.683,5137.421,5113.838,5090.009,5066.005,5041.884,5017.79,4993.894,4970.318,4947.127,4924.335,4901.998,4880.141,4858.789,4837.948,4817.599,4797.663,4778.043,4758.627,4739.351,4720.179,4701.062,4681.968,4662.832,4643.583,4624.109,4604.287,4583.963,4562.966
Medium variant,48,601.109,614.42,626.677,638.295,649.951,662.093,674.849,688.004,701.254,714.166,726.415,737.92,748.771,759.005,768.741,778.049,786.923,795.359,803.392,811.121,818.567,825.789,832.772,839.524,846.03,852.269,858.274,864.038,869.595,874.944,880.107,885.078,889.875,894.497,898.947,903.236,907.368,911.332,915.125,918.745,922.181,925.438,928.499,931.37,934.042,936.513,938.78,940.824,942.67,944.296,945.704,946.898,947.867,948.621,949.159,949.488,949.606,949.519,949.243,948.774,948.141,947.335,946.378,945.279,944.057,942.718,941.282,939.762,938.172,936.528,934.859,933.163,931.448,929.751,928.055,926.389,924.757,923.165,921.648,920.194,918.83
Medium variant,196,603.847,607.958,611.72,615.215,618.58,621.922,625.262,628.557,631.783,634.884,637.819,640.591,643.21,645.699,648.106,650.428,652.7,654.902,657.03,659.07,661.009,662.841,664.577,666.21,667.726,669.125,670.411,671.575,672.615,673.525,674.312,674.974,675.507,675.924,676.223,676.404,676.473,676.446,676.323,676.108,675.812,675.439,675.002,674.498,673.941,673.331,672.686,671.997,671.268,670.511,669.71,668.878,668.025,667.145,666.232,665.311,664.38,663.424,662.456,661.493,660.537,659.597,658.664,657.749,656.85,655.978,655.117,654.292,653.494,652.734,652.012,651.329,650.685,650.09,649.533,649.036,648.575,648.17,647.814,647.503,647.253
Medium variant,268,2087.948,2083.721,2078.476,2072.407,2065.813,2058.969,2051.876,2044.424,2036.693,2028.725,2020.6,2012.328,2003.929,1995.413,1986.8,1978.071,1969.249,1960.34,1951.345,1942.234,1933,1923.641,1914.156,1904.537,1894.765,1884.838,1874.736,1864.477,1854.057,1843.47,1832.749,1821.879,1810.863,1799.724,1788.474,1777.116,1765.681,1754.156,1742.564,1730.921,1719.219,1707.476,1695.713,1683.928,1672.136,1660.349,1648.578,1636.836,1625.12,1613.435,1601.794,1590.193,1578.645,1567.153,1555.74,1544.407,1533.164,1521.998,1510.941,1499.99,1489.159,1478.436,1467.83,1457.341,1446.95,1436.664,1426.478,1416.36,1406.314,1396.304,1386.315,1376.321,1366.298,1356.253,1346.143,1335.953,1325.671,1315.245,1304.669,1293.893,1282.883
