"","code","sws_description","unpd_code","unpd_description","compliant"
"541","934","Oceania","934","Less developed regions, excluding least developed countries",FALSE
"542","935","Africa Dvpd","935","Asia",FALSE
"543","936","World",NA,NA,FALSE
"544","937","OECD",NA,NA,FALSE
"545","938","Asia Dvpd",NA,NA,FALSE
"546","939","USSR Europe",NA,NA,FALSE
"547","940","ESCAP",NA,NA,FALSE
"548","941","USSR Asia","941","Least developed countries",FALSE
"549","942","Asia Dvng",NA,NA,FALSE
"550","943","LatinAmerica",NA,NA,FALSE
"551","944","FarEast&Ocea",NA,NA,FALSE
"552","945","RAP",NA,NA,FALSE
"553","946","RNE",NA,NA,FALSE
"554","947","NearEast FAO","947","SUB-SAHARAN AFRICA",FALSE
"555","948","Developing","948","Less developed regions, excluding China",FALSE
"556","949","Afri.Ex.Sout",NA,NA,FALSE
"557","950","Africa",NA,NA,FALSE
"558","951","Asia",NA,NA,FALSE
"559","952","Europe",NA,NA,FALSE
"560","953","World",NA,NA,FALSE
"561","954","Africa (Fmr)","954","Micronesia",FALSE
"562","955","Asia (Fmr)",NA,NA,FALSE
"563","956","Europe (Fmr)",NA,NA,FALSE
"564","957","LIFDCs","957","Polynesia",FALSE
"565","958","Sub-Sahara",NA,NA,FALSE
"566","959","LAES",NA,NA,FALSE
"567","96","Brunei Darussalam","96","Brunei Darussalam",TRUE
"568","960","CACM",NA,NA,FALSE
"569","961","CARICOM",NA,NA,FALSE
"570","962","ANCOM",NA,NA,FALSE
"571","963","CAEU",NA,NA,FALSE
"572","964","BANGKOK  Agr",NA,NA,FALSE
"573","965","ASEAN",NA,NA,FALSE
"574","966","Low-Income",NA,NA,FALSE
"575","967","SAARC",NA,NA,FALSE
"576","968","ECA",NA,NA,FALSE
"577","969","ECLAC",NA,NA,FALSE
"578","970","ECE",NA,NA,FALSE
"579","971","FE&P (LIFDC)",NA,NA,FALSE
"580","972","RAF",NA,NA,FALSE
"581","973","RLC",NA,NA,FALSE
"582","974","REU",NA,NA,FALSE
"583","975","OIC",NA,NA,FALSE
"584","976","OAPEC",NA,NA,FALSE
"585","977","ECCAS",NA,NA,FALSE
"586","978","ECGL",NA,NA,FALSE
"587","979","CILSS",NA,NA,FALSE
"588","980","ECOWAS",NA,NA,FALSE
"589","981","COMESA",NA,NA,FALSE
"590","982","Dng Ant EAA",NA,NA,FALSE
"591","983","SADC",NA,NA,FALSE
"592","984","LAIA",NA,NA,FALSE
"593","985","OECS",NA,NA,FALSE
"594","986","ACC",NA,NA,FALSE
"595","987","Yugo F Area(1992-)",NA,NA,FALSE
"596","988","Ethio F Area(1993-)",NA,NA,FALSE
"597","989","CIS(1991-)",NA,NA,FALSE
"598","990","FAO Member",NA,NA,FALSE
"599","991","EFTA",NA,NA,FALSE
"600","992","SPC",NA,NA,FALSE
"601","993","Antarctica",NA,NA,FALSE
"602","994","Low-Income",NA,NA,FALSE
"603","995","Asia",NA,NA,FALSE
"604","996","World",NA,NA,FALSE
"605","997","Dng Afr EAA",NA,NA,FALSE
"606","998","ACP",NA,NA,FALSE
"607","999","Dng Asia EAA",NA,NA,FALSE
"608","AH01","Ad hoc aggregation",NA,NA,FALSE
