Variant,Country_code,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Estimates,624,535.428,544.4,552.565,560.371,568.164,576.136,584.334,592.665,600.923,608.838,616.136,622.761,628.883,635.011,641.812,649.79,658.994,669.237,680.432,692.407,704.939,718.364,732.523,746.173,757.674,765.989,770.421,771.737,772.142,774.726,781.677,793.806,810.405,830.207,851.276,872.163,892.522,912.754,933.045,953.79,975.261,997.522,1020.35,1043.423,1066.346,1088.854,1110.833,1132.51,1154.371,1177.131,1201.301,1227.106,1254.453,1283.305,1313.492,1344.93,1377.581,1411.543,1446.936,1483.921,1522.599,1562.989,1604.979,1648.255,1692.437,1737.202,1782.438,1828.145,1874.303,1920.922,1968.001
Estimates,430,930.03,943.66,958.704,975.062,992.649,1011.363,1031.129,1051.828,1073.378,1095.676,1118.657,1142.302,1166.648,1191.802,1217.901,1245.102,1273.464,1303.035,1333.978,1366.502,1400.73,1436.738,1474.567,1514.366,1556.29,1600.452,1645.836,1692.14,1740.914,1794.248,1853.001,1918.826,1989.483,2057.227,2111.671,2145.754,2158.429,2153.316,2134.097,2106.431,2075.912,2040.139,2001.624,1976.699,1986.493,2044.661,2160.478,2326.202,2517.481,2699.712,2848.456,2953.927,3024.729,3077.058,3135.651,3218.116,3329.211,3461.911,3607.86,3754.133,3891.356,4017.443,4135.659,4248.334,4359.506,4472.23,4586.787,4702.226,4818.973,4937.374,5057.681
Estimates,466,4708.429,4759.036,4811.199,4864.755,4919.547,4975.398,5032.123,5089.509,5147.348,5205.449,5263.733,5322.266,5381.368,5441.613,5503.752,5568.484,5635.859,5706.199,5780.835,5861.412,5949.045,6044.53,6147.458,6256.187,6368.348,6482.278,6596.728,6712.267,6831.085,6956.402,7090.126,7234.728,7388.668,7545.166,7694.855,7831.889,7952.865,8062.219,8171.522,8296.915,8449.913,8635.527,8850.334,9087.176,9334.88,9585.653,9837.571,10094.368,10360.561,10642.936,10946.445,11271.6,11616.887,11982.695,12369.07,12775.516,13203.378,13651.464,14113.577,14581.429,15049.353,15514.59,15979.496,16449.854,16934.214,17438.778,17965.443,18512.43,19077.749,19658.031,20250.833
Estimates,478,651.436,666.812,683.142,700.498,718.873,738.299,758.753,780.22,802.676,826.073,850.384,875.581,901.686,928.734,956.799,985.91,1016.1,1047.344,1079.58,1112.745,1146.78,1181.674,1217.446,1254.157,1291.855,1330.598,1370.357,1411.14,1453.032,1496.185,1540.64,1586.493,1633.652,1681.863,1730.738,1780.03,1829.675,1879.763,1930.433,1981.899,2034.346,2087.912,2142.645,2198.532,2255.516,2313.63,2372.901,2433.563,2496.216,2561.585,2630.219,2702.4,2778.099,2857.148,2939.247,3024.194,3111.906,3202.517,3296.238,3393.409,3494.195,3598.648,3706.555,3817.494,3930.896,4046.301,4163.533,4282.57,4403.313,4525.696,4649.658
Estimates,562,2559.703,2638.127,2716.816,2795.807,2875.276,2955.541,3037.051,3120.416,3206.342,3295.566,3388.764,3486.326,3588.228,3693.98,3802.803,3914.117,4027.963,4144.592,4263.927,4385.927,4510.644,4637.988,4768.227,4902.151,5040.798,5184.941,5335.085,5491.153,5652.652,5818.763,5989.004,6163.705,6343.523,6528.641,6719.309,6915.997,7118.883,7328.943,7548.433,7780.245,8026.591,8288.735,8566.77,8860.287,9168.312,9490.288,9826.598,10178.201,10545.716,10929.918,11331.557,11751.365,12189.983,12647.984,13125.916,13624.467,14143.971,14685.399,15250.908,15843.133,16464.025,17114.766,17795.21,18504.281,19240.179,20001.663,20788.798,21602.382,22442.822,23310.715,24206.644
Estimates,566,37859.748,38424.141,39035.444,39686.163,40370.852,41086.1,41830.614,42605.124,43412.097,44255.33,45138.458,46063.563,47029.822,48032.934,49066.76,50127.921,51217.973,52342.233,53506.196,54717.039,55982.144,57296.983,58665.808,60114.625,61677.177,63374.298,65221.378,67203.128,69271.917,71361.131,73423.633,75440.502,77427.546,79414.84,81448.755,83562.785,85766.399,88048.032,90395.271,92788.027,95212.45,97667.632,100161.71,102700.753,105293.7,107948.335,110668.794,113457.663,116319.759,119260.063,122283.85,125394.046,128596.076,131900.631,135320.422,138865.016,142538.308,146339.977,150269.623,154324.933,158503.197,162805.077,167228.794,171765.816,176404.934,181137.448,185960.241,190873.244,195874.683,200963.599,206139.589
Estimates,654,5.246,5.293,5.316,5.336,5.342,5.345,5.354,5.358,5.374,5.378,5.364,5.352,5.33,5.317,5.311,5.328,5.369,5.426,5.504,5.601,5.692,5.799,5.919,6.028,6.137,6.235,6.327,6.4,6.464,6.519,6.582,6.656,6.709,6.761,6.798,6.817,6.822,6.799,6.766,6.717,6.647,6.572,6.486,6.395,6.314,6.247,6.206,6.179,6.157,6.125,6.049,5.939,5.801,5.644,5.49,5.364,5.263,5.186,5.143,5.142,5.183,5.28,5.414,5.584,5.739,5.865,5.956,6.008,6.035,6.059,6.077
Estimates,686,2486.635,2545.339,2606.624,2670.744,2737.905,2808.225,2881.764,2958.485,3038.296,3121.085,3206.749,3295.278,3386.806,3481.654,3580.239,3682.876,3789.383,3899.644,4014.103,4133.322,4257.505,4387.54,4522.893,4660.725,4797.187,4929.846,5057.378,5181.514,5306.681,5439.066,5583.165,5740.444,5909.739,6089.572,6277.424,6471.327,6670.663,6875.754,7086.627,7303.517,7526.307,7755.496,7990.096,8226.76,8461.068,8690.164,8912.861,9130.877,9347.774,9568.722,9797.734,10036.104,10283.699,10541.467,10810.083,11090.116,11382.268,11687.08,12004.701,12335.084,12678.148,13033.809,13401.992,13782.424,14174.739,14578.459,14993.519,15419.355,15854.323,16296.364,16743.927
Estimates,694,2041.203,2064.466,2088.491,2113.338,2139.084,2165.815,2193.614,2222.587,2252.842,2284.483,2317.636,2352.363,2388.769,2426.857,2466.667,2508.219,2551.578,2596.805,2644.02,2693.348,2744.891,2798.724,2854.872,2913.344,2974.104,3037.154,3102.592,3170.508,3240.839,3313.504,3388.495,3464.106,3540.17,3619.847,3707.51,3805.311,3916.685,4038.144,4156.634,4254.444,4319.762,4348.66,4347.724,4328.957,4309.775,4303.957,4312.666,4335.301,4381.483,4462.378,4584.571,4754.072,4965.766,5201.07,5433.991,5645.624,5829.237,5989.633,6133.603,6272.734,6415.634,6563.24,6712.584,6863.981,7017.148,7171.914,7328.834,7488.423,7650.15,7813.215,7976.983
Estimates,768,1395.457,1425.487,1441.906,1452.088,1461.52,1473.839,1490.731,1512.029,1535.969,1559.674,1580.513,1597.526,1612.755,1631.764,1662.073,1708.63,1774.029,1855.442,1945.78,2034.907,2115.522,2185.662,2247.582,2303.345,2356.622,2410.446,2464.423,2518.457,2576.292,2642.696,2720.839,2812.307,2915.62,3026.973,3140.846,3252.994,3363.042,3471.739,3577.468,3678.567,3774.312,3862.992,3945.905,4029.053,4120.616,4226.291,4348.805,4485.951,4632.446,4780.448,4924.402,5062.567,5197.031,5330.639,5467.766,5611.64,5762.88,5920.359,6083.42,6250.835,6421.679,6595.943,6773.809,6954.722,7138,7323.158,7509.951,7698.474,7889.093,8082.366,8278.724
Estimates,1833,100239.143,102643.663,105170.668,107813.217,110566.039,113425.353,116389.269,119457.376,122630.831,125911.637,129301.717,132801.488,136408.969,140118.954,143924.703,147821.756,151812.034,155898.876,160081.144,164357.64,168730.195,173201.242,177780.002,182483.784,187334.726,192351.517,197531.323,202877.248,208419.205,214194.612,220224.427,226520.895,233060.497,239783.447,246607.313,253469.21,260337.732,267215.496,274113.682,281057.696,288060.458,295134.777,302256.107,309357.535,316350.291,323178.114,329823.09,336326.685,342767.451,349255.952,355881.661,362661.071,369598.595,376756.133,384203.35,391985.587,400125.52,408601.608,417355.432,426301.149,435366.743,444534.993,453795.011,463088.028,472346.593,481520.014,490571.045,499496.951,508325.56,517105.581,525869.272
Estimates,912,48787.59,49955.141,51184.624,52478.221,53836.703,55259.416,56744.328,58287.986,59885.836,61532.534,63223.194,64954.576,66726.236,68540.968,70403.446,72316.384,74284.684,76305.737,78366.153,80447.659,82539.475,84637.326,86752.475,88909.325,91141.348,93474.155,95912.575,98453.999,101106.767,103878.679,106772.59,109791.451,112927.373,116157.789,119452.077,122785.327,126143.632,129522.57,132917.373,136326.37,139744.811,143173.355,146599.263,149989.604,153302.568,156510.646,159601.509,162589.707,165508.707,168407.052,171322.849,174275.389,177265.265,180290.648,183342.871,186421.27,189521.607,192665.112,195906.149,199315.276,202940.273,206799.2,210870.344,215111.201,219458.593,223861.605,228307.043,232793.214,237293.794,241780.768,246232.518
Estimates,12,8872.247,9023.269,9186.138,9364.371,9560.149,9774.283,10006.147,10253.778,10514.08,10783.224,11057.863,11336.339,11619.828,11912.803,12221.675,12550.885,12902.627,13275.026,13663.583,14061.722,14464.985,14872.25,15285.99,15709.825,16149.025,16607.707,17085.801,17582.904,18102.266,18647.815,19221.665,19824.301,20452.902,21101.875,21763.575,22431.502,23102.389,23774.284,24443.467,25106.19,25758.869,26400.479,27028.326,27635.515,28213.774,28757.785,29266.405,29742.979,30192.754,30623.406,31042.235,31451.514,31855.109,32264.157,32692.163,33149.724,33641.002,34166.972,34730.608,35333.881,35977.455,36661.445,37383.895,38140.133,38923.692,39728.025,40551.392,41389.189,42228.408,43053.054,43851.044
Estimates,818,20451.978,20948.601,21473.798,22028.134,22611.51,23223.124,23861.519,24524.53,25209.462,25913.23,26632.894,27366.237,28112.256,28871.383,29644.875,30433.022,31237.6,32056.51,32881.848,33703.139,34513.85,35311.91,36102.659,36896.554,37708.146,38549.142,39422.73,40329.589,41275.736,42267.435,43309.063,44400.113,45539.296,46728.286,47968.642,49258.732,50602.354,51991.7,53399.246,54788.685,56134.475,57424.549,58666.814,59880.658,61095.804,62334.034,63601.629,64892.27,66200.269,67515.591,68831.561,70152.661,71485.043,72826.097,74172.073,75523.569,76873.663,78232.126,79636.079,81134.798,82761.235,84529.252,86422.243,88404.646,90424.656,92442.547,94447.073,96442.591,98423.598,100388.073,102334.404
Estimates,434,1124.515,1142.972,1163.891,1187.734,1214.827,1245.358,1279.406,1316.911,1357.732,1401.62,1448.417,1498.071,1550.813,1607.171,1667.825,1733.306,1803.683,1878.877,1958.914,2043.818,2133.526,2228.146,2327.49,2430.755,2536.888,2645.139,2754.696,2865.637,2979.093,3096.729,3219.466,3347.781,3480.454,3614.689,3746.715,3873.781,3994.597,4109.725,4220.45,4328.939,4436.661,4544.242,4650.885,4755.133,4854.875,4948.798,5036.171,5118.007,5196.78,5275.926,5357.891,5443.248,5531.089,5620.547,5710.154,5798.614,5886.872,5974.787,6058.748,6133.984,6197.663,6247.439,6285.748,6320.36,6362.037,6418.315,6492.162,6580.724,6678.559,6777.452,6871.292
Estimates,504,8985.989,9243.407,9528.974,9837.08,10162.949,10502.666,10853.163,11212.226,11578.386,11950.747,12328.532,12710.581,13094.888,13478.423,13857.649,14230.163,14595.35,14954.031,15307.273,15656.843,16004.731,16350.881,16696.891,17048.518,17413.144,17796.164,18198.844,18620.093,19059.77,19516.942,19990.012,20479.715,20984.009,21495.086,22002.643,22499.11,22980.335,23447.252,23903.592,24355.619,24807.462,25260.404,25711.406,26155.203,26584.478,26994.25,27383.473,27754.571,28110.443,28455.509,28793.679,29126.33,29454.768,29782.884,30115.214,30455.561,30804.683,31163.673,31536.811,31929.087,32343.389,32781.853,33241.9,33715.703,34192.357,34663.603,35126.283,35581.255,36029.093,36471.769,36910.56
Estimates,729,5733.789,5884.664,6041.325,6204.099,6373.308,6549.298,6732.437,6923.115,7121.741,7328.718,7544.491,7769.482,8004.121,8248.812,8503.994,8770.097,9047.798,9337.657,9639.84,9954.41,10281.7,10621.472,10974.622,11343.926,11732.958,12144.135,12578.407,13034.625,13510.421,14002.303,14507.468,15027.248,15562.125,16107.62,16657.959,17210.187,17757.491,18303.435,18867.56,19476.647,20147.59,20891.441,21696.244,22527.834,23338.464,24094.747,24782.383,25413.917,26015.521,26626.52,27275.015,27971.082,28704.778,29460.519,30214.193,30949.516,31661.823,32360.621,33060.837,33783.788,34545.013,35349.681,36193.783,37072.55,37977.655,38902.95,39847.439,40813.397,41801.533,42813.238,43849.26
Estimates,788,3605.306,3696.166,3772.928,3838.077,3894.123,3943.54,3988.862,4032.592,4077.203,4125.083,4178.236,4238.142,4305.481,4380.068,4461.114,4547.941,4641,4740.511,4845.219,4953.39,5063.809,5176.295,5291.338,5409.343,5530.975,5656.914,5786.478,5919.965,6060.151,6210.756,6374.039,6551.231,6740.529,6937.331,7135.27,7329.594,7517.858,7700.736,7880.332,8060.21,8242.496,8427.857,8613.861,8795.932,8967.916,9125.398,9267.34,9395.123,9509.857,9613.588,9708.35,9793.903,9871.251,9945.277,10022.277,10106.771,10201.214,10304.726,10414.433,10525.694,10635.244,10741.88,10847.002,10952.951,11063.201,11179.949,11303.945,11433.443,11565.201,11694.719,11818.619
Estimates,732,13.766,16.062,17.57,18.726,19.837,21.147,22.794,24.834,27.232,29.912,32.761,35.724,38.849,42.308,46.314,50.97,56.626,63.125,69.476,74.337,76.874,76.372,73.485,70.404,70.212,74.954,85.619,101.186,119.33,136.699,150.877,161.062,168.058,172.902,177.273,182.421,188.608,195.438,202.726,210.08,217.258,224.383,231.727,239.329,247.257,255.634,264.108,272.84,283.083,296.512,314.118,336.651,363.227,391.167,416.797,437.515,452.35,462.207,468.633,474.044,480.274,487.65,495.773,504.858,514.995,526.216,538.749,552.615,567.402,582.463,597.339
Estimates,922,51451.553,52688.522,53986.044,55334.996,56729.336,58165.937,59644.941,61169.39,62744.995,64379.103,66078.523,67846.912,69682.733,71577.986,73521.257,75505.372,77527.35,79593.139,81714.991,83909.981,86190.72,88563.916,91027.527,93574.459,96193.378,98877.362,101618.748,104423.249,107312.438,110315.933,113451.837,116729.444,120133.124,123625.658,127155.236,130683.883,134194.1,137692.926,141196.309,144731.326,148315.647,151961.422,155656.844,159367.931,163047.723,166667.468,170221.581,173736.978,177258.744,180848.9,184558.812,188385.682,192333.33,196465.485,200860.479,205564.317,210603.913,215936.496,221449.283,226985.873,232426.47,237735.793,242924.667,247976.827,252888,257658.409,262264.002,266703.737,271031.766,275324.813,279636.754
Estimates,51,1353.51,1381.873,1418.279,1461.426,1510.173,1563.507,1620.594,1680.716,1743.305,1807.916,1874.121,1941.492,2009.526,2077.578,2145.001,2211.319,2276.034,2339.127,2401.143,2462.928,2525.068,2587.708,2650.486,2712.786,2773.748,2832.759,2889.579,2944.383,2997.417,3049.109,3099.754,3148.096,3193.689,3238.595,3285.599,3335.94,3392.264,3451.947,3504.659,3536.474,3538.171,3505.258,3442.817,3363.108,3283.667,3217.348,3168.221,3133.089,3108.687,3089.022,3069.591,3050.687,3033.978,3017.932,3000.72,2981.269,2958.307,2932.618,2907.618,2888.092,2877.319,2876.538,2884.234,2897.588,2912.409,2925.553,2936.143,2944.791,2951.745,2957.731,2963.243
Estimates,31,2927.921,2987.267,3060.011,3142.813,3233.165,3329.387,3430.661,3537.028,3649.192,3768.332,3895.397,4030.322,4171.426,4315.127,4456.687,4592.609,4721.523,4843.868,4960.232,5071.927,5180.023,5284.531,5385.263,5483.082,5579.072,5674.133,5768.721,5863.132,5957.925,6053.64,6150.733,6249.314,6349.553,6452.069,6557.581,6666.447,6778.624,6893.489,7010.027,7126.881,7242.761,7357.948,7471.926,7581.754,7683.708,7775.424,7855.553,7925.668,7989.905,8054.126,8122.741,8197.298,8277.061,8361.433,8448.946,8538.605,8630.146,8724.243,8821.873,8924.388,9032.461,9146.275,9264.692,9385.468,9505.622,9622.745,9736.043,9845.32,9949.537,10047.718,10139.177
Estimates,48,115.611,116.832,119.586,123.489,128.253,133.585,139.268,145.109,150.982,156.777,162.427,167.894,173.144,178.14,182.887,187.431,191.78,196.063,200.653,206.043,212.605,220.312,229.155,239.527,251.911,266.543,283.752,303.175,323.473,342.799,359.888,374.12,385.95,396.454,407.225,419.428,433.48,448.971,465.198,481.087,495.931,509.76,523.086,536.21,549.583,563.697,578.666,594.931,613.7,636.541,664.611,697.545,735.146,778.708,829.844,889.164,958.418,1035.919,1114.641,1185.076,1240.86,1278.151,1299.944,1315.028,1336.075,1371.851,1425.792,1494.076,1569.446,1641.172,1701.575
Estimates,196,494.015,500.382,506.627,513.434,521.184,529.972,539.567,549.463,558.895,566.984,572.93,576.395,577.691,577.913,578.625,580.966,585.309,591.308,598.495,606.116,613.618,620.859,627.998,635.107,642.332,649.751,657.527,665.525,673.247,680.005,685.405,689.173,691.702,694.077,697.714,703.685,712.34,723.376,736.474,751.047,766.615,783.124,800.611,818.746,837.11,855.383,873.423,891.19,908.702,926.046,943.29,960.276,976.964,993.563,1010.408,1027.662,1045.507,1063.713,1081.563,1098.083,1112.612,1124.833,1135.046,1143.866,1152.285,1160.985,1170.187,1179.678,1189.265,1198.575,1207.359
Estimates,268,3527.008,3555.874,3588.622,3625.609,3667.071,3713.133,3763.77,3818.85,3878.133,3941.243,4007.723,4077.074,4148.739,4222.151,4296.668,4371.527,4446.832,4521.716,4593.318,4658.009,4713.342,4758.158,4793.563,4822.171,4847.862,4873.639,4900.204,4927.257,4955.517,4985.588,5017.833,5051.121,5085.145,5121.806,5163.645,5211.454,5267.24,5327.494,5380.818,5411.993,5410.399,5372.988,5303.929,5208.957,5097.128,4976.26,4846.634,4709.607,4575.398,4456.647,4362.187,4296.979,4258.571,4238.929,4225.816,4210.168,4189.72,4166.867,4142.655,4119.494,4099.099,4081.017,4064.106,4048.701,4035.311,4024.183,4015.45,4008.716,4002.942,3996.765,3989.167
Estimates,368,5719.192,5901.508,6065.011,6216.131,6360.44,6502.657,6646.643,6795.4,6951.16,7115.51,7289.76,7475.35,7674.22,7888.913,8122.197,8375.79,8651.162,8947.404,9260.682,9585.576,9917.983,10255.85,10599.668,10950.888,11312.062,11684.59,12068.676,12462.07,12860.68,13259.113,13653.354,14044.117,14432.468,14815.656,15190.393,15555.8,15909.762,16257.07,16612.322,16994.948,17419.113,17889.459,18402.734,18955.085,19539.34,20149.338,20783.073,21439.574,22114.324,22802.064,23497.585,24208.18,24931.919,25644.499,26313.838,26922.284,27448.124,27911.248,28385.746,28973.162,29741.976,30725.3,31890.011,33157.05,34411.951,35572.261,36610.632,37552.781,38433.6,39309.783,40222.493
Estimates,376,1257.971,1345.326,1435.83,1525.359,1611.169,1691.878,1767.482,1839.372,1910.048,1982.766,2060.48,2144.641,2234.199,2325.148,2411.787,2490.317,2558.712,2619.105,2676.968,2740.068,2813.749,2900.02,2996.482,3098.791,3200.53,3296.935,3387.049,3472.118,3552.298,3628.308,3700.919,3770.688,3838.113,3903.955,3969.172,4035.068,4100.538,4167.127,4241.784,4333.587,4448.353,4589.302,4752.824,4929.415,5105.577,5271.367,5424.249,5566.553,5699.273,5824.941,5945.95,6060.676,6169.313,6278.374,6396.514,6529.479,6680.637,6847.141,7020.836,7190.034,7346.446,7487.1,7614.952,7734.841,7854.213,7978.49,8108.985,8243.848,8381.516,8519.377,8655.535
Estimates,400,481.321,536.402,576.275,609.968,644.127,682.968,728.199,779.12,832.979,885.577,933.102,973.988,1010.658,1050.213,1102.399,1173.606,1267.062,1378.998,1500.163,1617.428,1721.323,1809.182,1883.935,1948.442,2007.735,2065.913,2123.18,2179.363,2237.943,2303.122,2377.995,2464.867,2563.534,2671.413,2784.463,2900.049,3015.299,3131.796,3256.558,3399.33,3565.89,3760.496,3977.672,4201.555,4410.359,4588.843,4732.854,4848.541,4943.975,5031.762,5122.493,5217.336,5317.506,5434.03,5580.244,5765.635,5991.54,6255.28,6556.478,6893.26,7261.539,7662.846,8089.962,8518.983,8918.828,9266.575,9554.286,9785.843,9965.318,10101.694,10203.134
Estimates,414,153.098,158.016,162.806,167.993,174.154,181.888,191.896,204.892,221.614,242.798,269.029,300.576,337.348,378.746,423.898,472.037,523.166,577.164,632.899,688.979,744.45,798.642,851.916,905.635,961.77,1021.72,1085.861,1153.583,1224.067,1296.081,1368.677,1439.331,1507.645,1576.968,1652.15,1735.274,1832.31,1938.909,2034.857,2092.777,2095.344,2031.296,1912.433,1772.607,1659.307,1605.901,1626.857,1710.256,1831.119,1951.636,2045.123,2103.282,2136.997,2161.626,2200.492,2270.198,2373.672,2504.019,2656.009,2821.045,2991.884,3168.06,3348.853,3526.376,3690.941,3835.591,3956.875,4056.099,4137.312,4207.083,4270.571
Estimates,422,1334.621,1358.218,1392.726,1434.853,1481.963,1532.115,1584.04,1637.134,1691.372,1747.177,1804.941,1864.619,1925.297,1985.001,2041.229,2092.375,2136.617,2174.738,2210.772,2250.447,2297.434,2354.047,2417.836,2481.943,2536.778,2575.749,2596.406,2601.74,2597.205,2590.902,2588.929,2594.302,2606.139,2622.072,2638.054,2651.995,2660.872,2667.96,2684.675,2726.44,2803.044,2921.706,3076.132,3246.126,3403.357,3528.38,3610.665,3658.424,3693.52,3747.766,3842.778,3991.001,4182.205,4388.375,4569.378,4698.763,4759.753,4767.344,4764.741,4813.026,4953.061,5202.026,5537.612,5913.022,6261.044,6532.678,6714.281,6819.373,6859.408,6855.713,6825.445
Estimates,512,456.419,462.251,469.351,477.44,486.312,495.818,505.894,516.472,527.601,539.331,551.74,564.893,578.823,593.504,608.889,625.009,642.001,660.114,679.595,700.729,723.851,748.968,776.38,806.986,841.95,882.047,927.436,977.804,1032.799,1091.852,1154.377,1220.585,1290.111,1361.087,1431.07,1498.418,1561.185,1619.863,1678.11,1741.156,1812.161,1893.768,1983.275,2072.104,2148.419,2204.277,2236.654,2249.762,2251.864,2254.904,2267.973,2294.962,2334.858,2386.166,2445.517,2511.251,2580.758,2657.158,2750.963,2876.186,3041.434,3251.108,3498.029,3764.806,4027.26,4267.348,4479.219,4665.928,4829.473,4974.986,5106.626
Estimates,634,25.003,27.499,29.876,32.063,34.044,35.866,37.622,39.449,41.546,44.126,47.384,51.421,56.262,61.716,67.566,73.633,79.846,86.302,93.211,100.883,109.514,119.414,130.5,142.186,153.621,164.32,173.721,182.318,191.951,205.171,223.632,247.988,277.226,309.306,341.272,370.89,397.74,422.148,443.605,461.69,476.278,487.353,495.395,501.479,507.041,513.442,522.531,535.321,551.562,570.489,592.468,615.012,640.868,681.788,753.334,865.416,1022.711,1218.434,1436.665,1654.95,1856.327,2035.871,2196.073,2336.574,2459.198,2565.71,2654.374,2724.728,2781.682,2832.067,2881.053
Estimates,682,3121.335,3198.813,3283.597,3372.838,3464.658,3558.155,3653.5,3751.793,3855.036,3965.795,4086.539,4218.853,4362.786,4516.533,4677.298,4843.635,5015.357,5195.135,5387.828,5599.904,5836.389,6100.626,6392.97,6711.923,7054.532,7419.493,7802.926,8207.697,8646.845,9137.927,9691.476,10311.775,10988.853,11701.128,12418.834,13118.993,13794.165,14445.671,15070.082,15666.297,16233.785,16772.694,17282.691,17763.298,18214.47,18638.787,19033.845,19407.142,19783.304,20194.527,20663.843,21202.642,21805.313,22456.649,23132.682,23816.183,24498.31,25184.597,25888.541,26630.303,27421.461,28267.589,29154.9,30052.059,30916.597,31717.667,32443.447,33101.179,33702.756,34268.528,34813.871
Estimates,275,931.928,923.893,932.067,948.886,968.701,987.755,1004.285,1018.475,1032.108,1048.129,1069.32,1096.756,1128.576,1159.396,1181.893,1191.379,1184.973,1165.75,1142.229,1126.365,1126.629,1146.307,1182.425,1229.365,1278.565,1323.802,1363.618,1400.119,1434.995,1471.142,1510.713,1554.182,1600.947,1650.924,1703.805,1759.534,1817.979,1879.75,1946.376,2019.83,2101.446,2191.002,2287.662,2391.396,2501.979,2618.668,2742.532,2872.006,3000.62,3119.864,3224.003,3309.91,3380.164,3441.865,3505.323,3577.961,3662.422,3756.46,3856.679,3957.67,4055.631,4149.649,4241.573,4333.523,4428.639,4529.166,4635.654,4747.227,4862.979,4981.42,5101.414
Estimates,760,3413.331,3498.526,3591.006,3690.735,3797.624,3911.501,4032.069,4158.976,4291.803,4430.101,4573.512,4721.896,4875.422,5034.646,5200.336,5373.137,5553.246,5740.71,5935.86,6139.048,6350.541,6570.857,6800.141,7037.851,7283.177,7535.714,7794.662,8060.649,8336.418,8625.69,8930.774,9252.851,9590.227,9938.847,10293.049,10648.632,11004.272,11360.852,11719.071,12080.444,12446.171,12815.401,13187.663,13565.072,13950.476,14345.492,14754.142,15175.316,15599.591,16013.985,16410.848,16766.561,17084.632,17415.214,17827.825,18361.176,19059.258,19878.254,20664.038,21205.873,21362.529,21081.815,20438.856,19578.461,18710.711,17997.408,17465.575,17095.678,16945.057,17070.135,17500.658
Estimates,792,21408.399,21951.215,22508.953,23081.587,23668.922,24270.6,24886.128,25514.824,26155.927,26808.633,27472.345,28146.91,28832.827,29531.365,30244.261,30972.994,31717.507,32477.992,33256.464,34055.39,34876.303,35720.599,36587.261,37472.336,38370.283,39277.258,40189.567,41108.297,42039.992,42994.041,43975.971,44988.414,46025.411,47073.472,48114.155,49133.937,50128.541,51100.924,52053.765,52992.487,53921.76,54840.59,55748.948,56653.804,57564.204,58486.456,59423.282,60372.568,61329.676,62287.397,63240.194,64192.243,65145.367,66089.402,67010.93,67903.469,68756.81,69581.848,70418.604,71321.399,72326.988,73443.25,74651.05,75925.462,77229.256,78529.409,79827.871,81116.45,82340.088,83429.615,84339.067
Estimates,784,69.588,67.475,69.242,72.771,76.528,79.578,81.625,82.968,84.424,87.189,92.418,100.796,112.118,125.13,138.039,149.857,159.976,169.771,182.627,203.106,234.514,277.471,330.974,394.624,467.451,548.301,637.922,735.344,835.508,931.749,1019.509,1096.61,1164.806,1228.459,1293.971,1366.164,1446.38,1533.536,1627.066,1725.681,1828.432,1937.153,2052.891,2173.139,2294.385,2415.09,2539.126,2671.362,2813.214,2966.034,3134.062,3302.719,3478.777,3711.932,4068.57,4588.225,5300.174,6168.838,7089.487,7917.372,8549.988,8946.777,9141.596,9197.91,9214.175,9262.9,9360.98,9487.203,9630.959,9770.529,9890.402
Estimates,887,4661.282,4717.152,4776.179,4837.601,4900.848,4965.574,5031.698,5099.349,5168.87,5240.719,5315.355,5393.036,5473.671,5556.766,5641.597,5727.751,5816.247,5907.874,6001.852,6097.035,6193.384,6290.365,6390.574,6500.816,6629.999,6784.695,6967.941,7178.675,7414.158,7669.694,7941.898,8231.91,8541.605,8869.37,9213.084,9572.175,9941.109,10322.043,10730.862,11189.177,11709.993,12302.124,12954.155,13634.076,14297.613,14913.315,15469.274,15975.668,16450.31,16921.149,17409.072,17918.373,18443.691,18985,19540.098,20107.409,20687.646,21282.515,21892.146,22516.46,23154.855,23807.588,24473.178,25147.109,25823.485,26497.889,27168.208,27834.819,28498.683,29161.922,29825.964
Estimates,921,510788.118,519324.135,528392.144,537978.371,548072.057,558665.525,569754.397,581337.2,593415.274,605991.427,619067.701,632642.377,646707.747,661248.91,676246.821,691686.865,707574.244,723911.672,740680.888,757859.077,775436.804,793405.022,811788.803,830656.005,850097.302,870180.422,890916.004,912291.566,934320.253,957010.827,980358.973,1004358.402,1028976.458,1054145.192,1079776.275,1105791.278,1132153.191,1158827.894,1185742.695,1212816.966,1239984.314,1267202.263,1294448.139,1321702.628,1348955.983,1376199.556,1403396.438,1430528.347,1457628.359,1484748.345,1511915.329,1539136.271,1566364.519,1593507.322,1620441.544,1647073.809,1673377.874,1699363.654,1725021.204,1750350.925,1775360.541,1800024.333,1824353.199,1848437.766,1872400.986,1896327.319,1920242.529,1944108.564,1967865.572,1991423.481,2014708.562
